source_user,recommended_user,score
morezaro,_Mahdi_sr,3
morezaro,amir_kocholoo,3
morezaro,_prkyd,3
duh50359107,s_yas_1,16
duh50359107,KoofiPeyman,10
duh50359107,HAB1364,4
na____30m,Rishsefid01,10
na____30m,forough_da,6
na____30m,3unnytweets,4
SaberTaherian,PhamDot,7
SaberTaherian,atakhalighi,3
SaberTaherian,AdelTalebi,3
atakhalighi,AdelTalebi,11
atakhalighi,BrokenArrow00,3
AstadywmK,shahpar37223410,10
AstadywmK,lieaEbony,10
AstadywmK,saeedmoham021,3
shahpar37223410,lieaEbony,11
nghah1,powerpeople_,4
AtefatA34398,asalll__i,10
mrsepehram,Rana_mls0,10
mrsepehram,ashkanetoon,4
mrsepehram,fandowghi,3
mrsepehram,b_nodrat,3
mrsepehram,sara6ff2,3
aksun_o,VakileMohtaram,10
mousavi_saghi,zynab_1978,10
mousavi_saghi,haabib_khan,10
zynab_1978,haabib_khan,10
sa2_6,Itx_Wahab123,6
sa2_6,Skiper786,4
_liashah,_A_anna_li_,10
_m8adh,Hajiilorg,10
leilihastam,shirkoo27,10
minmin9569,mohwdesee,10
FrdmiRAN,Khamenei_fa,6
FrdmiRAN,PersianGW,4
FrdmiRAN,Banafshehviola,3
Nilloufi,thiseyed,10
Parmisstaherian,saeedbel93,10
SalomeSeyednia,sharagim_zand,3
mahivichs,crissss_sh,5
mahivichs,cat_auras,3
AmirAbtin56468,ishikhaki,10
AmirAbtin56468,army21ye,6
AmirAbtin56468,EbneHava,3
delijani_,_frida__kahlo_,3
n1988_n1989,Hamidr1361,5
n1988_n1989,saye_zkr,3
Scar30251602,ayyarom,6
Scar30251602,IrTimes,4
amiirkhosen,Arshiajv,10
Jawooneh,OutFarsi,9
Jawooneh,myfootkin,7
Jawooneh,hosini3012,3
Jawooneh,Ali_mzfri,3
Amin_A319,ichbinponyoo,10
saeedbrr,rasputin1500,8
Saniehaa,__li_i__,6
Saniehaa,OfficialToomaj,6
Saniehaa,YeOne_Rhie,6
Saniehaa,7n6qw4mrkb,4
Saniehaa,Toomaj_Iran,3
__li_i__,OfficialToomaj,10
__li_i__,YeOne_Rhie,10
phantasous,danyydrinkwater,10
A_ParticleBeam,MR_8_4,3
A_ParticleBeam,Katayoon41264,3
A_ParticleBeam,Pedram6161,3
benyaminabasi77,Avishan70,3
benyaminabasi77,_ifade,3
omidrezaghajar,s_m_velaayat,3
Sari_pishik,MalekAshtar__,5
Sari_pishik,nezammousavi,5
Sari_pishik,jacksonhinklle,5
Mara_titi1375,itizmrym,10
Decision3238455,yYh8x5hC6nxh1Wd,10
Sahra07Af,AkhoondeMorde,10
mkkm1466626,MDaneshgar1981,10
Harkasii,tahtetaghibam,10
Harkasii,ferani666,4
Harkasii,SilenceBoyy,3
Tolosa789,fereshte_aminy,10
Tolosa789,fazelakbari49,6
Tolosa789,hamideh_71,5
Tolosa789,agha_mohamad1_,4
YAmrollah,hadis_120,5
YAmrollah,abb_abdi,5
YAmrollah,journalist23640,5
YAmrollah,Mohamad_Nosoohi,3
Gol_Abb,__ladyL__,10
Gol_Abb,damoon_k,10
__ladyL__,damoon_k,10
shskfhso8716,sabeti_twt,10
shskfhso8716,EbneHava,6
shskfhso8716,matinabba30,4
alirahime29,lsetiiiawl,4
alirahime29,begubehemel,3
alirahime29,_benjaamin_,3
alirahime29,deerbhii,3
IrandoustIR,KiaMartan,4
IrandoustIR,IranNewspaper,3
mubikhan7891,Zia1O,5
mubikhan7891,FaryalK1051,3
FriendFeedi,kiadarbandsari1,10
saharllen,Blackrhinogo,10
MamadAndi183963,Hadiskhani1387,10
MamadAndi183963,haj_mohsen25,4
Hadiskhani1387,Roteill,4
Hadiskhani1387,Hoseini1442996,3
saba1banoo,rogue_old,10
saba1banoo,ali_seyfi14,10
rogue_old,ali_seyfi14,10
ShakibNasrullah,Payam49352414,10
Lunika_20,zrzrsr,10
Lunika_20,tiatoraj,5
Lunika_20,beth7876,3
Lunika_20,parsa_tarane6,3
enzyatto,Nilo_lisa,10
enzyatto,bad_nihilist,10
enzyatto,ayda52882923423,8
Nilo_lisa,bad_nihilist,10
Nilo_lisa,ayda52882923423,5
Nilo_lisa,yasaminism,5
Nilo_lisa,Felo_de_30,5
Nilo_lisa,erorr_403,3
hossein1984141,safari200safari,5
hossein1984141,ghazizade4,5
hossein1984141,ZamZamIranCo,5
safari200safari,ghazizade4,10
safari200safari,lisa_loo_who,3
safari200safari,alisharify7,3
_ALDUIIN_,sorat_zakhmiam,6
_ALDUIIN_,zolafinil,4
_ALDUIIN_,1MelikaJafari,4
_ALDUIIN_,parsakavyani,4
_ALDUIIN_,naderinjast,3
Dr_Hamidassadi,Ahmad_jan_jan,10
Dr_Hamidassadi,ata_bahrami,5
Dr_Hamidassadi,s_m_moosavi_n,3
Xll0ad,j6780jj,3
eh2480he,Avaap812482,10
eh2480he,Alireza7553,6
eh2480he,3awber,3
TrbchhS,SimiaRoom,6
TrbchhS,tahtetaghibam,4
Farzaneh_369,GHAZALE_Tkl,7
Farzaneh_369,Mohammadamirfro,3
Farzaneh_369,M0mmy2S0ns,3
Uxbal_Max,saman_molavi,8
Uxbal_Max,MissMammad,6
Uxbal_Max,Mahshidra,4
DrAzar6,ArashkRajabpour,4
DrAzar6,MSeyedasgari,3
DrAzar6,behrad_1812,3
japanstudies_ir,Ryogo_Urata,10
from021ir,melek_gh20,8
seyedali_sadat,ashobshahr,10
seyedali_sadat,yekariyas,7
seyedali_sadat,ghlamy38802,3
seyedali_sadat,m__binesh,3
pishteeeeeeeeee,Narina_97,10
alirm1400,abd_Al_ghafoor,5
alirm1400,mojtaba__sadat,3
aryankhosro,shahabi_fateme,3
aryankhosro,Mr_dani0,3
s_vahedi63604,naderitwt,3
s_vahedi63604,hesamodin1,3
s_vahedi63604,ab_ganji,3
zhaszc,denizkizipari,6
zhaszc,Vermont_Freddy,6
zhaszc,yaamaashitaa,4
Elah31404Mahoor,iamHeliw0_0,7
Elah31404Mahoor,khorshidd_,3
TheAvenger1st,safa8863,6
TheAvenger1st,Shahriy65862208,3
hajjEsmaeil,s_yas_1,6
hajjEsmaeil,KoofiPeyman,3
erfanwashere,yenafaarrr,10
di1ba_,kingEbram830,12
di1ba_,Ms_____Hilda,3
shalillll,8masih8,5
shalillll,MobinTaleb1458,3
shalillll,VladeyVlad51521,3
HafeezM14250802,Karachi__Wali,10
moh1625659,Aryammehr2,10
AMehdad__,M_H_Karimipour,4
AMehdad__,molavi_peyman,3
AMehdad__,cryptosamz,3
AMehdad__,inrangy,3
zyzyhb,mimmehrad,5
zyzyhb,ghhbb2023nf5,5
zyzyhb,SteiFrankwalter,5
zyzyhb,LanaDReyOnline,3
mimmehrad,ghhbb2023nf5,10
mimmehrad,SteiFrankwalter,10
mimmehrad,AhmadH2060,4
mimmehrad,chaiiikofskiii,3
mimmehrad,zendegi_sepide,3
Saeed_Juventino,FabrizioRomano,4
mr_zamanian,RobinShour1,5
mr_zamanian,war_noir,5
ArmanArchi,delnaha,10
ArmanArchi,farhad_fathi_ir,5
ArmanArchi,jojo_1900,3
delnaha,basoshadid,5
delnaha,naderitwt,5
delnaha,hesamodin1,5
delnaha,farhad_fathi_ir,3
hamanbp,Radvin_izadi,10
imangh,NNaavviidd82,10
blo0dymerry,persiancruella,10
blo0dymerry,he________jim,10
persiancruella,he________jim,10
_ati1,BenamKhoda,10
marsmaneger,Mahdi09820,10
marsmaneger,portakani,10
marsmaneger,_Mahdiyar313,10
Mahdi09820,portakani,10
Mahdi09820,_Mahdiyar313,10
ssheflera,n_p_nima,10
ssheflera,mrjnhmd79,10
ssheflera,Zahra1372i,3
Amir32783274,Ro91445965,6
Amir32783274,k_maziar,4
aghrabejarrare,_noghteh,3
aghrabejarrare,beehnam,3
hamidha81256831,Rana_mls0,5
hamidha81256831,sepideh9686,5
hamidha81256831,JamshidAria3,4
BehFerial,ParhamRamin,10
BehFerial,bbcpersian,10
DrNaserSana,Cohesioncouncil,10
AfghanVoice16,sohail_alkozai,5
AfghanVoice16,ArzoParsi,5
AfghanVoice16,KabulAfg15821,3
Mehdi31039082,farbodebrahimi5,7
Mehdi31039082,nagovara,3
kalbalouchi,Liwan_UAE,10
late_born,bbckalbasi,4
late_born,mmshobeiri,3
late_born,irbriefing,3
MardeKhorasan,gholamhoseiny,8
MardeKhorasan,IranIntl,3
Toffee_Notes,kaonashi1014,5
Toffee_Notes,saeedbel93,5
Toffee_Notes,drfanoos,4
TheFateme,ba262626,10
dkhtr60567,__Toughguy,10
dkhtr60567,ElaShargi,3
syed_kashifzia,injum81,10
syed_kashifzia,NighatYZ,5
syed_kashifzia,Aiizay_Haya,3
injum81,Aiizay_Haya,4
injum81,uzma8t,3
injum81,NighatYZ,3
MahdiZa121036,2mah22,6
MahdiZa121036,Lnp2Ubhc2nEMEnw,4
MahdiZa121036,0Baharam0,4
MahdiZa121036,ezijoni,4
frhad13486887,IsraelPersian,10
frhad13486887,visegrad24,5
robab2062,ehsanbk20,6
robab2062,najjlla78,5
robab2062,zsh876187691332,4
hellooooo123400,dokhtare_sh,6
hellooooo123400,R_HajiHosseini,4
hellooooo123400,KambizGhafouri,4
R_HajiHosseini,KambizGhafouri,11
R_HajiHosseini,indypersian,3
R_HajiHosseini,nejatbahrami,3
Trm_army,Petal_vk_21,10
Mahdiye_711,AmirHossein9229,10
Mahdiye_711,AS_TOMCAT,3
mmdrmny31549436,janana653,6
mmdrmny31549436,khanzadehreza,4
mmdrmny31549436,Saeedeh_Shafiei,4
moh3268,kazimoto3501,10
moh3268,anis_alins,3
moh3268,ghalamfaranse,3
moh3268,untitledpb,3
zirak_reza77802,Mariy20201,5
zirak_reza77802,immahsaaw,4
zirak_reza77802,shadidoktor,4
zirak_reza77802,__hamid__484__,3
refighe_khoda,ishikhaki,4
seyedkamel,hyprson,3
seyedkamel,MMirenayat,3
sah19870903,Fatimanikk,14
sah19870903,RAOOF1313,6
sah19870903,sah19870903,4
sah19870903,Elena_Mm0,4
Fatimanikk,sah19870903,10
Fatimanikk,Fatimanikk,7
Fatimanikk,RAOOF1313,7
mehdiMP27,ghazighozatwit,10
mehdiMP27,ellliick,10
ghazighozatwit,ellliick,10
farsi_cute,Ariiowz,10
farsi_cute,THEE_MARY_,10
farsi_cute,ArdestaniBehnam,6
farsi_cute,mahdi_hmati,3
Ariiowz,THEE_MARY_,10
Ariiowz,ArdestaniBehnam,4
Ariiowz,mahdi_hmati,4
Ariiowz,dastoornezhad,4
lilonmmm,Habiiiib1455,10
heshsad,Fatiak20,10
spiritofthemage,UCanCallMeSora,10
spiritofthemage,mehmahan,5
spiritofthemage,mohsenof97,4
youngto63038389,EzDimenim,10
inspire_bravery,USABehFarsi,10
inspire_bravery,StateDeptSpox,10
BabanAzadi,cardoniya,5
BabanAzadi,IranIntl,4
mohammadsaeiiid,Parham525i,10
whereisfaranak,pouriahadi,10
HPartovine48366,alikarimi_ak8,3
nmdnrgs,Leila1190070,10
nmdnrgs,itizmrym,10
Leila1190070,itizmrym,10
muhmdqasemi2,zizigolo_75,10
muhmdqasemi2,Azkidotcom,7
muhmdqasemi2,rezaivxx__,3
blueberry83636,Refiiigh,5
blueberry83636,soc_lib_fem,5
xpourya,GreenGifty,8
FriedrichUncle,Hajmaryam4,8
virastar2020,mixedcods,5
virastar2020,swiftylions,5
virastar2020,hastizopherni,5
Teainhand9,MobinRby,3
Teainhand9,m_saraw,3
Teainhand9,rezaivxx__,3
jingojingsaz,elbistan5551,6
jingojingsaz,AbdRha34127,4
shaburibaburi,Amoochi05960,5
shaburibaburi,variousmehrs,3
shaburibaburi,mahnazsalmani,3
bibi97del,microorganism33,4
bibi97del,marineh_alinjd,3
bibi97del,fardaaroshanast,3
psychowide,smallpartisan,10
psychowide,mmdmhdi_,6
psychowide,Farh4m,4
negarthn,Reza_hinex,10
klrayd,empedocles_fire,9
klrayd,khodamam_El,3
klrayd,mn_injm,3
Fucking_minttt,m_mhdmm,5
Fucking_minttt,smn_sam96,3
nonamenoface57,Peterparker1871,4
alvarorecccoba,asledastanT,6
TraderDali,SeyedAllyn,10
TraderDali,Amir_Sarkheil2,6
TraderDali,mullahbug,4
TraderDali,IamDepresssedd,4
haadii26,lkhanoome_x,6
haadii26,nznin_tmr,4
haadii26,isaharnaaz,4
AliHejaziYazdi,ama_collector,10
NKhwajaEshaan,JoyanArash,10
Hanaamiiri,thereal__em,10
nosratmasouleh,mahbarzegar,6
nosratmasouleh,AmirHossein9229,4
nosratmasouleh,yasiRazaghiyan,3
nosratmasouleh,naseri_73,3
golabeghamsar,JBehieh,5
golabeghamsar,binam1418,3
Hoomanbrain,Brilliant365,6
Hoomanbrain,GhoGhnoos80,5
Hoomanbrain,Afsane_63,3
Atidooni,Neurospine__,6
Atidooni,FarhadiHadi,6
Atidooni,ferani666,4
Atidooni,AmirAdli79,4
Neurospine__,FarhadiHadi,10
Neurospine__,ferani666,5
Neurospine__,Sonia64sh,5
Tokyo_Tor,amirivxx,10
Tokyo_Tor,Amir_1008,4
Tokyo_Tor,khodemohraz,4
mohsenhajirahi1,REZAKH__,5
mohsenhajirahi1,melikakarimiii,5
mohsenhajirahi1,gelareh_abd,5
mohsenhajirahi1,Yassii_a,5
hasanwlip,jnab_Dutch,10
hasanwlip,Ibelongnowherre,5
hasanwlip,nazilalololol,5
hasanwlip,ArFiYa68,4
jnab_Dutch,nazilalololol,5
jnab_Dutch,Ibelongnowherre,5
jnab_Dutch,ArFiYa68,3
Its_May_T,m41522090,10
Its_May_T,Pushkinove,10
Its_May_T,SHINYM0ON,8
m41522090,Pushkinove,10
m41522090,A_pourr,7
m41522090,SHINYM0ON,3
m41522090,masoudkazemi81,3
EssEchch,Msevdasevda,6
EssEchch,ARJavidi,6
EssEchch,marmar_dl,4
EssEchch,Alirezamoieni1,4
EssEchch,AmirPersis,3
Bina_Siddiqui1,SP14672,10
M0bino,behroozreview,10
M0bino,Hollaandi,6
M0bino,sarezohr,6
M0bino,lisa_loo_who,4
M0bino,alisharify7,4
DanielTaghaddos,SantanaFue26930,5
DanielTaghaddos,Happy_Ramin,3
DanielTaghaddos,knightAnahita96,3
DanielTaghaddos,SurenaPishvaz,3
Hakim62880888,MrpussyCat5,5
Hakim62880888,afarmember,5
Nima__Nikjoo,Ttcompany2009,10
Nima__Nikjoo,0xAminka,10
Nima__Nikjoo,bluepoint_021,4
Nima__Nikjoo,vortex1371,3
vahid_vitan,IranianPlateau,10
vahid_vitan,IranianArts,5
EtuwJNk8i9UD74f,RebelByThought,10
akhtar1989,padeshahikhahan,3
akhtar1989,babakazar,3
qorashi,mozhganmodaress,10
OmidIrani7000,Sativa888,3
OmidIrani7000,SunLight__White,3
hesam_ghnawatii,roozesk,4
hesam_ghnawatii,lidaashtiani3,3
hesam_ghnawatii,1spring_girl,3
mahdi48134813,KoroshKhosravi9,3
mahdi48134813,Blue_Leily,3
MrAlfa_,VashieDivooneh,10
iamyouand_,99existence,10
iamyouand_,its_bradley1,10
_fsd0,sama,10
hoooman22,FarsNews_Agency,4
hoooman22,Persian2023,4
Persian2023,Tasnimnews_Fa,6
Persian2023,110bul,4
elahe_princess,rez_injast,7
elahe_princess,NR2OH,3
koodakegostakh,azadpey19675,10
koodakegostakh,taranom57,5
koodakegostakh,Zm_irani,5
koodakegostakh,mirsalimsm,3
Tanniinn,taninmeowww,5
Tanniinn,Kiimbiil,3
Tanniinn,fanofcatz,3
Tanniinn,edkemper2991,3
sabaa_mhd,dashalivafaei,4
sabaa_mhd,BehrangBabak,3
sabaa_mhd,OfficialToomaj,3
sabaa_mhd,YeOne_Rhie,3
erfan28772324,the_m0bi83,6
erfan28772324,Reza_Zpr,4
erfan28772324,mahsah1566,3
erfan28772324,f4r6idar1,3
erfan28772324,shad_zii,3
fazoshon,bilmiramm,4
fazoshon,Yalniz_99,3
fazoshon,qanturali2,3
fazoshon,Panircorah,3
qanturali2,Panircorah,10
qanturali2,mustafiyam,3
qanturali2,fuckingoodays9,3
qanturali2,majidna50839765,3
zkmlvnd,MnTlbm,10
zkmlvnd,FAjabaan,5
zkmlvnd,kaktousa11,5
zkmlvnd,mmly5372611,4
zkmlvnd,patafaQ,3
MnTlbm,HedayatiBahman,7
MnTlbm,SyydHssnGhaderi,3
MnTlbm,kaktousa11,3
MnTlbm,H95347783,3
YakamozP4,curlyerfan,10
YakamozP4,ooctaveeee,4
YakamozP4,artemis2582,3
YakamozP4,alpenmaedchenn,3
curlyerfan,alpenmaedchenn,5
curlyerfan,danysaied19711,4
curlyerfan,artemis2582,4
Taejinlove95,whoisumi,10
AndressEhsan,Saghi56411188,10
AndressEhsan,yekzanekhaste,10
AndressEhsan,hossein_jaaan,4
AndressEhsan,atiyeh_zare,4
Stanley0hSarah,don_wp,7
Stanley0hSarah,Moongirl1362,7
Stanley0hSarah,phi_369miracle,5
Stanley0hSarah,tabaee,3
Lara54261099,Lady_Verta,4
Lara54261099,Tondar1985,3
Lara54261099,Simorgh_News,3
Tondar1985,qmrkhanm,6
Tondar1985,JaavidShah,5
Tondar1985,Tondar1985,3
dryayy_amy7342,HiwaTube,5
jwanh77989,arwinam_,10
neem_taj,AliHafezi0,7
neem_taj,SilenAasi,3
nazkhatoon1994,roberto_ynwa_08,11
nazkhatoon1994,sorat_zakhmiam,5
nazkhatoon1994,Melikamdmr,3
mohamadreza197,Yardirin,10
bahman92492235,jacksonhinklle,10
mohamadho3einam,babakm1912a2767,5
mohamadho3einam,Pedimini9,3
mohamadho3einam,Raminsum,3
mohamadho3einam,Athenapasha,3
babakm1912a2767,Pedimini9,6
babakm1912a2767,eliwebra_art,4
DrKiamousavi,MohajerMr,4
DrKiamousavi,basoshadid,3
DrKiamousavi,naderitwt,3
DrKiamousavi,hesamodin1,3
DrKiamousavi,tanha1358,3
CaraCarax,ilauviah,10
thenananiii,ot72284,5
thenananiii,zriwxm,5
thenananiii,imchichizz,3
zriwxm,Blossomscherr,4
zriwxm,imchichizz,3
T_na29_,Choobinsan,5
T_na29_,MeeMooshi,4
T_na29_,simpleworker3,3
T_na29_,OfficialToomaj,3
simpleworker3,AliShams_me,8
simpleworker3,ShandorPetofi48,5
farzanehrj94,SelectOutfit,6
farzanehrj94,mohammad_stn1,4
amir_Fey,HossianMohamd,5
amir_Fey,mmarii_9,3
EhsanPersian1,saranh1989,10
EhsanPersian1,shiftegaaan,10
EhsanPersian1,shayan_m_e,6
EhsanPersian1,namira713,4
saranh1989,shiftegaaan,10
saranh1989,shayan_m_e,7
saranh1989,namira713,3
miol_mong,Taban230212,7
miol_mong,Art_ot7,5
miol_mong,shivaku_ot7,5
miol_mong,iamoonchildd,3
zynb303,SadatMah83,6
zynb303,sadat__1383,4
Elliz_Eliiz,banannafish,10
Elliz_Eliiz,FarzinSouri,10
Elliz_Eliiz,VikingInRasht,10
banannafish,FarzinSouri,10
banannafish,VikingInRasht,10
banannafish,phkhaste,5
banannafish,mahtaab,5
iBBUEBBUE,Earth_Jennie,10
MohamadSiahpush,_Mahdiyar313,5
MohamadSiahpush,Nayere_n_d_81,3
khanebedoosh7,cinnamongirlll9,5
khanebedoosh7,Herr_parvaz,3
Ali31397611,pizza_facey,6
Ali31397611,ElhamOmidvari,4
KaTNazanin,daneshmand74,10
KaTNazanin,Mersadso,6
KaTNazanin,dr_pariissa,3
KaTNazanin,squirrelnews_en,3
KaTNazanin,Armandodvegas,3
US4AfghanPeace,USAmbKabul,7
US4AfghanPeace,SR_Afghanistan,3
ahangevafa,yaghma_fashkham,4
ahangevafa,sina_jahaani,4
mh_moqaddam,shahriyar_shams,10
mh_moqaddam,janana653,6
mh_moqaddam,SusanKolivand,5
AmirPournasir,hamidsocial_,10
AmirPournasir,rosha2022,4
AmirPournasir,marzieh1993,3
Baymaxgiveslove,DrRadSh,10
Baymaxgiveslove,Hoomanbrain,5
Baymaxgiveslove,GhoGhnoos80,3
Baymaxgiveslove,NRkcZ7Euxl50exx,3
aboIfazI,neem_taj,10
aboIfazI,AliHafezi0,6
aboIfazI,SilenAasi,4
snkofa,iMostyk,10
motnaqeznama,kazimoto3501,10
motnaqeznama,anis_alins,3
motnaqeznama,fishfree8,3
motnaqeznama,R_Nejatinezhad,3
Panircorah,zirak_reza77802,3
persson119,dashalivafaei,3
persson119,sheema2702,3
Marshall_ebadi,eriexol7777,4
Marshall_ebadi,rayasjlx,3
xTElJP9BMpunuNL,hamixxx,5
xTElJP9BMpunuNL,shojaatian,5
xTElJP9BMpunuNL,daniyal378i,3
walkerpahh,_ramsillas_,5
walkerpahh,safaaat11,5
walkerpahh,imifcb,5
walkerpahh,Erfanbing,5
imifcb,Erfanbing,10
jimi_hendrix20,ManotoNews,10
The_sea08,Arianaf77,20
The_sea08,The_sea08,10
Arianaf77,The_sea08,20
Arianaf77,Arianaf77,10
Madebrahimi,saaddiuss,10
Madebrahimi,j6780jj,10
Madebrahimi,VOCNewsTeam,4
Madebrahimi,SpecialIran,3
Elahe_Feminist,hosseinasadi_ir,6
Yaaburrneee,paradise_exo_l1,6
Yaaburrneee,haanaaexo7,4
Yaaburrneee,shexo205,4
Yaaburrneee,m_a_h_s_a_98,4
psniuu,mosbatboy,6
psniuu,Foroutan_ir,4
psniuu,SomayehJavan,4
psniuu,alifrahzdi,4
nzhad85127,ayda52882923423,13
nzhad85127,mohsenkiaam,4
nzhad85127,esmamrezas,3
nzhad85127,elllekazemi,3
nzhad85127,erorr_403,3
m2974403,___emmmmy,10
farfarvifard,original_mahyar,10
Dani06342627,yky_hmyn,10
Dani06342627,verttiigo,4
Dani06342627,Vetimass,3
Dani06342627,Farzanzii,3
Blue__Opal,Kadutanballl,10
samanta588,HmzhAsdy,5
samanta588,Mahsa_A_7313,3
samanta588,bettercallzasha,3
samanta588,Spring_Adn,3
regay_zhian,ZOHREH_,10
MNaizi15,AFIntlBrk,10
mohamma63882806,Peyman223,10
mohamma63882806,SallarHossainM5,4
mohamma63882806,Goleyas20232023,4
HamidSh71299392,Siaasaat,6
HamidSh71299392,DavariAbdolreza,4
dejavooo5,meowrchi,10
hkse86,AdelTalebi,12
rabolff,AliGajari,10
rabolff,Faghihi_Sina,3
aliereza,hadinik,5
aliereza,mauricedehond,3
ReverseEngng,Hanel_Balooch77,3
ReverseEngng,balochestan1422,3
ReverseEngng,PTabar15,3
ranam1998,mombeini_mreza,5
ranam1998,amirali_yz,5
ranam1998,fat_jahani,5
amin12345678900,contmamad66,10
MVashooee,Mostafa49975311,10
MVashooee,ammepariii,6
MVashooee,kamora468,4
Mostafa49975311,ammepariii,6
Mostafa49975311,kamora468,4
samanfaegh,zolrish,10
salargolifini,hosseinaghili44,7
salargolifini,delrish8,3
salargolifini,behikmii,3
mirza_mahyar,KhodeAlizam,4
mirza_mahyar,Mohammadmetal04,3
mirza_mahyar,dniiyll,3
DonSolito,2ndravanparish,10
DonSolito,IranianPlateau,3
Niko4231,lniloofarml,5
Niko4231,royayenimeshab,4
Niko4231,sadosaltaneh,4
Niko4231,B4eC29rz5KB0bpW,4
SkySep999,de_Wiart_,7
SkySep999,madammadoosa,7
SkySep999,arsaniic,7
SkySep999,Amirvf99,3
SkySep999,Qaxa1eh,3
herkol50494206,AccuracyHHM,10
herkol50494206,arezoubehrang_,3
AdamJensen2021,_theperished,8
AdamJensen2021,Abbas_firebird,7
AdamJensen2021,CapnHghar,4
AdamJensen2021,malashiefuckboy,4
AdamJensen2021,callmeyurnero,3
Milzkot,Hollaandi,10
Milzkot,sarezohr,10
Milzkot,negar_z,5
Milzkot,HShamaghdari,5
fatemehsadat52,maxepe_ua,10
betagiiirl,blue_nillin,10
betagiiirl,BitterNili,7
betagiiirl,ycmsadaf,3
blue_nillin,BitterNili,7
blue_nillin,ycmsadaf,3
MariaBovary_,saeedehsaeedi,10
MariaBovary_,rodehtsisiht,3
MariaBovary_,baroon62,3
MariaBovary_,1vavekhandan,3
Samsara71138817,gol6e6,7
Samsara71138817,behtarin1760,3
Samsara71138817,nikahang,3
Samsara71138817,IranIntl,3
Koche_delbar,kiasam12,10
Manam_Babak,PMOIRAN,10
Raheleh6722,KhRaesi61131,4
Raheleh6722,banoo_S_M,4
Raheleh6722,abzoh86600,4
Raheleh6722,seyed269,3
jabbariasa,kindly_kinder,10
jabbariasa,sadaaaat92,10
jabbariasa,saeed_tow,3
jabbariasa,ab_jabari,3
tanhaazaretanha,a_a_kh1981,4
tanhaazaretanha,ahmadsh1169,3
tanhaazaretanha,pouryashour,3
tanhaazaretanha,Arsha45914097,3
Callmeniusha,ghateleBabat,8
Callmeniusha,alonefujogirl,8
Callmeniusha,helios6sj,3
ghateleBabat,alonefujogirl,10
ghateleBabat,sleepingziba,3
ghateleBabat,helios6sj,3
prpl_asa7jk,NArastooei42591,11
prpl_asa7jk,That_Fama,4
prpl_asa7jk,BABJM1995,3
sheikhalshia,AyatollahCarl,10
khademibehmand,IrTimes,10
Robustavpn,awrefeh,5
Robustavpn,ehsan_722,4
mohamadzammani,jafar_usf,10
mohamadzammani,RezaNasri1,10
mohamadzammani,BBCArdalan,3
mohamadzammani,MehdiJami,3
mhdyrdayy1,saeedalyanak,10
mhdyrdayy1,HSarrafpour,10
saeedalyanak,HSarrafpour,10
ah_sinel,fuckdppp,10
ali_nzd_ast,amirassan,10
honeykingnasab,Nadia4no1,5
honeykingnasab,Abrracadaniell,3
nazpelon,interpol1987,10
nazpelon,temejoon,10
nazpelon,sophiiyaasl,6
nazpelon,sweetyy_mood,4
miladhastam7,luckycatttttttt,3
i_m_fsk,duaa_005,10
dingoola,HegeI_javan,6
dingoola,Gordiiya,4
DrShay13,thejavatii,5
DrShay13,DetectiveRmin,3
Helen0x_x0,bmarziii,10
Helen0x_x0,ItsMonaShams,4
Helen0x_x0,ssaberam,4
Helen0x_x0,KhaligarShirazi,3
Helen0x_x0,keivan_parsa,3
bmarziii,KhaligarShirazi,5
bmarziii,ItsMonaShams,4
bmarziii,ssaberam,4
bmarziii,minooochkaa,3
eda2da2,_gavazn,10
eda2da2,donoghtesh,7
eda2da2,soheil_145,4
eda2da2,yky_hmyn,3
HAMEDARABI12,_Mehran_Khan,10
HAMEDARABI12,manamman78,10
HAMEDARABI12,Ali_potter_2002,3
_Mehran_Khan,manamman78,11
lia_20233,teymor_z,5
lia_20233,maneinja,5
lia_20233,ali0997hayabusa,4
teymor_z,ali0997hayabusa,6
teymor_z,Emvinad1,4
Saeedshadem43,mahshidzlff,7
Saeedshadem43,amgytap,5
Saeedshadem43,Saeedshadem43,4
Saeedshadem43,ARM_Jeyy,3
mahshidzlff,Saeedshadem43,13
mahshidzlff,amgytap,4
mahshidzlff,mahshidzlff,3
mahshidzlff,saghhr__,3
mahshidzlff,prsajmlii,3
ipeyma,__Mothercandles,6
ipeyma,leyihaa_,6
ipeyma,commisser444,6
ipeyma,darrya__0,4
i_hourglass,Paradocs_1998,10
i_hourglass,ava8_a1,5
i_hourglass,rmshxxx,5
i_hourglass,3noghteh3,3
i_hourglass,FahimehRostami,3
parimah1362,knightpars,11
mghsenator,M_Sarpanah,10
freeflyiran,amirhos03537811,10
ItsMeVidaa,ADAMHARFI,5
ItsMeVidaa,IranianPlateau,5
ItsMeVidaa,IranianArts,4
BibaRad,Amirniistam,10
BibaRad,DarkmoonAs,3
sywyd254795,IsraelPersian,10
sywyd254795,visegrad24,4
sywyd254795,yzarka,3
alikarimi1317a,khandehrooo,10
alikarimi1317a,borhaneghate_m,10
alikarimi1317a,DavariAbdolreza,10
scafildam,bamiyekoochak,5
scafildam,zahrazr18,5
scafildam,drdrhh,3
Tarabaha04,presidentAli13,10
Azari_Ziba,Mazhechna,5
Azari_Ziba,haastamm,5
kiana_jbe,Xi44d,10
bibig0ll,Tiredgnat,10
MalickMariam,ArifAhmedzz,10
