source_user,recommended_user,score
SajadjooonJ,khoderey,10
Shahrokhi_mahda,Poshtiban6236,11
WHOISSIGMA_,Amoochi05960,5
WHOISSIGMA_,TheRusselBaze,5
WHOISSIGMA_,_feelbluealways,4
WHOISSIGMA_,ta1506ha,3
TheRusselBaze,ahmadrezaaei,6
TheRusselBaze,_feelbluealways,4
TheRusselBaze,tolou11,4
TheRusselBaze,ta1506ha,3
TheRusselBaze,MissArgon,3
SherwaliMayar,arifrahmanii,10
SherwaliMayar,DrDadfarSpanta,4
ellay85,Vartannnn,3
ellay85,Howliliy,3
ellay85,Aghasajadnon,3
ellay85,Zhobeys,3
erf1401,MaximReza3,10
thedollsmom,mehrnaz_1,6
thedollsmom,ali0997hayabusa,4
farnazkhani91,_kamrani70,12
farnazkhani91,am67nasrinbano,10
farnazkhani91,Give_me_dead,5
farnazkhani91,Amirhosseinow,3
maryamebrahimn4,ghr_farhang,10
maryamebrahimn4,WorldGod2,6
Ali_A_Motahari,s_k_sh,5
Ali_A_Motahari,seyedmomeni72,5
hadis_2881,erfmns,10
nrgcmehri,Neegaaan,10
nrgcmehri,thevikingno21,6
nrgcmehri,selin200424,4
naghdibeh,amiirdadashii13,10
naghdibeh,Entekhab_News,10
SageKhamenei,admiral1320,8
SageKhamenei,KiMo10626877,4
northrika,_j3yz,10
mehran06666,azameshonam,5
mehran06666,zhrakh4,5
SafireAazaadi,mohsen_ghaad450,8
MH_Bastami,Lucineh_K,10
MH_Bastami,syriahay,6
gisoogolabatoon,lotus_4567,10
gisoogolabatoon,a1gard,10
lotus_4567,a1gard,10
nazokian1351,tamannaye_wesal,10
captainsilver26,Iliaaaa6,8
captainsilver26,1500tasvir,4
captainsilver26,dawod44301,4
captainsilver26,Na_zzz_y,3
ameye_pishi,Dahrafing,6
ameye_pishi,capitanjimbo,6
ameye_pishi,mishebokhorish,6
ameye_pishi,Yaftea8,4
ameye_pishi,freddie_hooo,4
Yaftea8,vaguenumb,12
Yaftea8,Yaftea8,7
Yaftea8,freddie_hooo,5
_MA2IN_,20july1986,7
_MA2IN_,liphliph8,3
_MA2IN_,diiiibiiii,3
_MA2IN_,atntiani,3
mhmd_zndy,saeed_maaleki,4
mhmd_zndy,sina_jahaani,4
mhmd_zndy,FardadFarahzad,3
mhmd_zndy,AlinejadMasih,3
Unicorn79172487,DavariAbdolreza,6
Unicorn79172487,yYh8x5hC6nxh1Wd,4
Saeedgh12345,bazad_pro,12
Saeedgh12345,mg_roya,3
khResasade,zendegi_sepide,5
khResasade,enseignantepas,5
khResasade,Maryam65607982,5
khResasade,yassfid7750,3
enseignantepas,Maryam65607982,10
enseignantepas,AfrasimZ,4
enseignantepas,zimzimdaheshast,3
enseignantepas,myboniiiiii,3
Helia35835907,sherlock_h2022,3
Helia35835907,OmidZiyaee21360,3
HalachinH,farzaneh_miri,10
Hodhod8080,shahinetanha2,5
Hodhod8080,AMIRJJACK,3
ARM_Jeyy,pariya_Ag,4
ARM_Jeyy,mhhDss,4
ARM_Jeyy,Mehranaa9,3
ARM_Jeyy,khodeyci,3
Rosul171,KwBiba,10
danibazi9,hm_bs_dev,10
danibazi9,sharewin_,10
Haider_Kerrar,amirabbas384,4
Haider_Kerrar,mohadese_313,4
Haider_Kerrar,seyyed95,4
Haider_Kerrar,AbolfazlPashaee,3
OmidRasoly34154,mhdyhltnpr,10
MuzamilZaman7,Shaheenmughalp1,6
MuzamilZaman7,aminuallah10,4
Aphrodite9907,rsh7nd,10
Aphrodite9907,sahel_gallery12,5
Aphrodite9907,AliJalalit97207,5
Aphrodite9907,itisHerlife,4
sadeudaimonia,iamhanahh,10
sadeudaimonia,doubleA__G,4
sadeudaimonia,mahdidabbagh,4
sadeudaimonia,missgoodiii,3
t__amiri,IsraelPersian,10
t__amiri,shailevy6,5
Bazooka_BOOM69,RohullR,12
Bazooka_BOOM69,shorangiiz,4
HAMIDNM6,ERS8118,10
HAMIDNM6,itisHerlife,3
HAMIDNM6,mr_salehi2001,3
tidehajalali,Kian_sh26,10
tidehajalali,simbeh_,5
tidehajalali,MohGhias,5
tidehajalali,bolbolekhoshava,5
AA_Malik9,KhawajaRukendin,10
mah__pishanoo,dailylifebyxoxo,10
mah__pishanoo,kaakooti96,5
mah__pishanoo,FiFA18Juve,5
mah__pishanoo,scarlettoh_ara,5
dailylifebyxoxo,FiFA18Juve,8
dailylifebyxoxo,scarlettoh_ara,8
_Bianco0,sorat_zakhmiam,4
_Bianco0,Shaynn_ap,3
_Bianco0,IMMA_8172,3
Ali_jrk1984,izrwa,10
Ali_jrk1984,kaf_ali_,4
Ali_jrk1984,nimakbl,4
Ali_jrk1984,ali0997hayabusa,3
daniyal378i,mostaghiss2,7
daniyal378i,jomongsaghafi,4
missmimmim3,thezzizzi,6
missmimmim3,bravenewworldy,6
missmimmim3,Dr_Nefario97,4
thezzizzi,bravenewworldy,10
Arshin26863075,tyrionlannthe,10
msd_721,tnynnaeb,10
msd_721,mane_akas,6
msd_721,saajadi128,3
FAjabaan,Mahdi51710381,4
FAjabaan,cheshmeh313,3
FAjabaan,patafaQ,3
Mobinamli,samxtrex,10
Mobinamli,gerbera20002,10
samxtrex,gerbera20002,10
sadeghzelalat,UrLoveNil,10
sadeghzelalat,Erfanzx__,5
sadeghzelalat,isltni,5
Aminderisali33,IsraelPersian,10
Aminderisali33,shailevy6,3
Aminderisali33,yzarka,3
Aminderisali33,ronzheimer,3
mister_catdog,oriazafari,10
mister_catdog,ArshiwyHm,6
mister_catdog,alwaysbardia,4
mister_catdog,misspikachu23,3
mister_catdog,PJ22503,3
mr_lu30fer,D_EF05,10
Natan_79,arezou78maa,10
Natan_79,RasoolAbdoli,10
Natan_79,sophiiyaasl,5
Natan_79,hohokhanhastam,4
Emilia_Clarke_n,pesewa_ciwanro,10
saeidomar5,PahlaviReza,10
M0oHaMmaDaMiN,ezionito,10
semiire_,Morningstar_prl,7
semiire_,arvin_madrid,3
alqhar6,qusay19658073,10
smhs131276,Lida60657815,10
Link3Lens,out_of_thenight,4
Link3Lens,bombeenergy2,4
Link3Lens,dream_6788,4
Nahmadzadeh63,MaralBahreman,10
Nahmadzadeh63,GoodFeelingmood,3
LavasaniHossein,HajNooredin,8
LavasaniHossein,52Hz_mn,4
LavasaniHossein,_callmenarrjess,3
mokhalefzade,Clarencecobain,6
mokhalefzade,_logicalzen,4
mokhalefzade,Tasian2020,4
mokhalefzade,Aydin2022,3
mokhalefzade,f_mrzi,3
WydhDrby,katiETERNIYASHA,10
WydhDrby,Nat0o0r,10
WydhDrby,FarsNews_Agency,8
SorushShahbazi,Marzi2024,7
SorushShahbazi,Withyoupurple7,7
SorushShahbazi,ShotoSuguru,3
mad33848,ajalmoalagh7777,5
mad33848,naderifar,5
mad33848,PahlaviReza,3
mohsen_alstar,hezarbar,6
mohsen_alstar,Meli_kaa_,4
hezarbar,amrrezi,4
hezarbar,R80ria,3
hezarbar,hellenmohmdi,3
hezarbar,Nooooooooo79,3
Nasriin27,nazanin_amini63,7
Nasriin27,sina_mim,3
Reza82767009,parynazz1031k,10
Reza82767009,meh_tzke,6
Reza82767009,nobitexmarket,4
itsraayaaaa,departure739,6
itsraayaaaa,fatemeh_s15,6
itsraayaaaa,aghirtosein,4
itsraayaaaa,californevesht,4
departure739,fatemeh_s15,10
departure739,aghirtosein,6
departure739,angelaazulaa,4
departure739,javadlio1993,3
departure739,hopeandshiny,3
Mohamma40300531,Raesi_ir,10
adsizbc,hanitkd13,5
adsizbc,a_mashdali,5
adsizbc,Daspublikum,5
adsizbc,atenaatena15,4
Daspublikum,atenaatena15,6
Daspublikum,antipantork1,4
Daspublikum,jasss_666,3
Daspublikum,iifarrnazii,3
raha70740809,haj_komeil,4
raha70740809,IsraelPersian,3
aProudIranian98,SaraMassoumi,10
aProudIranian98,ADadpay,4
aProudIranian98,shahira60210003,4
aProudIranian98,ajplus,3
aProudIranian98,RamAbdu,3
anakin010101,persianJeremiah,10
anakin010101,nazaninghrmni,10
persianJeremiah,nazaninghrmni,10
rasoolhm1999,hanabakhtiary,10
dr_sayeh93,dr_pariissa,10
dr_sayeh93,squirrelnews_en,10
NTheBiatch,sa_____se,6
NTheBiatch,mahshidzlff,6
NTheBiatch,Saeedshadem43,4
SobhanS12,Hourtaab,5
SobhanS12,hosseyn1988,3
foroogham,sherrykhanoom,4
foroogham,thisisgirllllf,3
foroogham,ghornaz,3
thisisgirllllf,mmmiiisssad,7
thisisgirllllf,Targoliz,3
shahdadh59,be_name_vatan,7
shahdadh59,SamanthaIrani,4
shahdadh59,netanyahu,3
shahdadh59,metpoliceuk,3
__HeeeeH__,filmbardarammmm,7
__HeeeeH__,davare0_0,7
__HeeeeH__,mFAeZE70,7
__HeeeeH__,SbAzetrom,3
Sadat_Shokouhi,Hamide_ys,5
Sadat_Shokouhi,rezamokhtari78,5
Sadat_Shokouhi,Saadatiis__Ss,4
Hamide_ys,rezamokhtari78,5
Hamide_ys,razieh71no,3
Hamide_ys,Morteza_ts,3
saeed66363624,zhra_b2001,10
tiredakuma,about_nazanin,10
semortezaamiri,mohamadvafaeii,10
semortezaamiri,sarzaeim,10
egotistshayan,Akavish1,10
egotistshayan,Ebititan,10
egotistshayan,SooNaaz,8
Aminsaberian73,netanyahu,10
MisaghNaroui,binam1418,10
mobinAnime,3tarrrehhh,10
firoozi_mojtaba,IranIntlbrk,10
0mzmx0,AmirDadvar82273,7
0mzmx0,Ravi_e_Del,3
ironmanswife_,hastasiempreh,7
ironmanswife_,leila_ghodrati,6
ironmanswife_,ironmanswife_,3
samannaz_,KiarashVosough,10
hamidesfoni,davood_bg,10
hamidesfoni,IsraelPersian,10
hamidesfoni,visegrad24,4
hossein40526505,5trategist,6
hossein40526505,nooralitoon,6
hossein40526505,yazdanparast313,4
Lastpatrio19054,Aryammehr2,4
Lastpatrio19054,mollah,4
Lastpatrio19054,MOSSADil,4
kaveilleaux,Atiiiiish,10
hanifa_sh2,setareh_amani,6
hanifa_sh2,banoye_ayeneh,4
alirezasalimibe,Advardo_aninali,10
biaftab,simplerfan,10
Liiiliii14,real_hannnan,10
Liiiliii14,notavaliblebudd,10
real_hannnan,notavaliblebudd,10
ArtHam3d,Bahari1799065,5
ArtHam3d,SamanthaIrani,4
ArtHam3d,Veteran19850317,3
m13754,s_yas_1,5
m13754,Ansarii_rahim,4
m13754,KoofiPeyman,4
reza002020,riokhosravi,10
reza002020,ATASHEpenhanR,5
reza002020,Roobahyab1,5
cmntion,azbram8,8
cmntion,nargesfi,4
cmntion,dawood_p66,4
Lightbluemery,ghshdarya,10
Lightbluemery,Theyknowayira,7
Lightbluemery,aniiitttaaj,7
Lightbluemery,__shaayaan,3
hdmi10068995,hadimehrane1,6
hdmi10068995,1h_gomgashteh1,4
HIMYfatherr,mohamad_vzs,10
mak_tidebringer,Prsaeeart,10
eliimiira,amirassan,6
eliimiira,Artunity_art,4
mamoritay,t1mup,10
e_hamidi_84,seyedamarrazavi,10
e_hamidi_84,ParinazM66,4
e_hamidi_84,mohammadam_96,4
GhABD_NZIR,SEKoohzad,6
GhABD_NZIR,RnaudBertrand,6
GhABD_NZIR,jalilmoheby,4
rda026132745,Mahnaznd,10
rda026132745,sogoli8287,4
rda026132745,chikichikiiland,4
rda026132745,Nani_9397,4
SargazyM,FarzadA90,6
SargazyM,taranom57,4
SargazyM,Zm_irani,4
therealsadra,IRI_Mann,10
therealsadra,kosarkosari,10
therealsadra,mhmdiism,6
therealsadra,LajevardiBamdad,4
na_nemitunam,urnscent,7
na_nemitunam,door_mandeh,6
na_nemitunam,torabi_yasin,3
na_nemitunam,parastareous,3
na_nemitunam,alisadeqi01,3
MadamMonsieur1,sadexrima,4
MadamMonsieur1,hankmooodie,4
MadamMonsieur1,nafasborideh2,3
xylella1401,Amuprice,6
xylella1401,whiteheart963,4
Ferferi198665,G76271797Gh,8
ellhaaaammm,ametisssmb,10
faziiMG,sonofniche,5
faziiMG,hosseyn1988,3
EngFaridullah,RohullR,11
EngFaridullah,EassaEmran,3
DAAD_O_MAAD,Sonofthebeach22,10
aqayehashemiiii,iamahuramazda,10
CHatter_Box,im_mohem,6
CHatter_Box,JustErfanJust,5
CHatter_Box,I_M_M_S,3
CHatter_Box,iKamrany,3
UNISHKAIran,RadioFarda_,10
NoxAngle,Far_naz64,5
NoxAngle,fotiiiiiii,5
NoxAngle,Erfaldehyde,5
sport_p_1994,bilmiramm,10
ali_pachino1,Fatemeh_qanoom,10
ali_pachino1,Thelastomid,3
thecapa_,soheilgsh,10
hichismmmm,IranianPlateau,10
hichismmmm,IranianArts,7
ahooghoo1,acwlll,8
ahooghoo1,haniyesh20,4
amgytap,navidll,5
amgytap,ARM_Jeyy,5
amgytap,mhhDss,3
mid63355052,JessieTheJudas,10
mid63355052,motazad_am,7
mid63355052,mehrdadisaloo,7
mid63355052,Sashtyani,3
unoiraniano,ArmanSecurity,10
hossein_jam1,the_seyed,5
hossein_jam1,sorushnazarii2,5
hossein_jam1,muhamadasghary,5
hossein_jam1,nicolas_saaf,3
hossein_jam1,DennisN,3
themoon11228,bluegirltwo,10
themoon11228,ehsanfordp,4
themoon11228,Zahra_z_28,4
themoon11228,discriptionme,3
abuzar1357,fathisu_ir,7
abuzar1357,a_seyedrahim,3
Nima_Gh_2003,aradbahram,10
Nima_Gh_2003,mahi___cr7,4
Nima_Gh_2003,mahdaa__,3
Nima_Gh_2003,sin_cz_,3
ka_8113,asrinalz,10
sadegh50727293,Amir32783274,5
sadegh50727293,bigdeli1343,5
sadegh50727293,FiorellaIsabelM,5
sadegh50727293,Ro91445965,3
AlmasiTara17551,SSR604,7
AlmasiTara17551,amin1917,7
AlmasiTara17551,mp65648787,7
AlmasiTara17551,1r00p1,3
AlmasiTara17551,Tara_mosh,3
Davoudnaimi,IranIntl,10
salomehsianaki,itisHerlife,10
shamsikal,ZakMountain1,6
shamsikal,IDFFarsi,4
shamsikal,IRIMFA,4
shamsikal,IRIMFA_EN,4
shamsikal,nejatbahrami,3
sinaa96449992,knightpars,13
sinaa96449992,hiddenarmy9,3
amirho3ein8031,Nil_abi0,10
amirho3ein8031,Amuprice,5
amirho3ein8031,sina_mim,5
amirho3ein8031,_khatrhkhaksar_,3
marianmeyer0,muhammadytabar,6
marianmeyer0,KHAT_SHOHADA,6
marianmeyer0,Oscar_pilot313,6
AlkatireA70554,12vooi99,10
ParvizP7,PahlaviReza,10
Afsane08159945,YazdHanif,6
Afsane08159945,hamidrasaee,4
110SeyedAli,raha_20_02,6
110SeyedAli,bentefateme,4
110SeyedAli,monji_313_,3
ghazal_mortezai,RockstarGames,10
sepii2002,DennisN,10
598Erwin,VoiceFromFutur,10
598Erwin,kiadarbandsari1,3
598Erwin,obashgar_oz,3
gol_frosh_,Cwgand1,5
gol_frosh_,nazyn_n,3
gol_frosh_,ellaliino,3
gol_frosh_,Mahshiiid83,3
nikaarezaei,Exynusss,10
Joojooirani,p8jyz7PO4PEogG2,7
Joojooirani,firstzorba,7
Joojooirani,nasrinraj,7
p8jyz7PO4PEogG2,firstzorba,10
p8jyz7PO4PEogG2,nasrinraj,10
p8jyz7PO4PEogG2,manototv,3
p8jyz7PO4PEogG2,ProSHaHansHaaHi,3
Wasimsiddiqi6,QaniEsmat,10
Ferii1337,s_yas_1,16
Ferii1337,KoofiPeyman,10
Ferii1337,Hatefna,4
ohitsnazanin,prvtalk_,10
Nazanin_G,RashidpourReza,10
Nazanin_G,Rzkhm11133,10
Nazanin_G,roohollaah313,4
Nazanin_G,yaas7618,3
antiliers1979,AntiLeft_Iran,6
antiliers1979,cicikhanoom,6
antiliers1979,Mahdi51710381,4
antiliers1979,rich_goldberg,3
MasonRaziel,wonderfulmagus,10
MasonRaziel,zi_zi__am,6
MasonRaziel,amir_Tabiat,6
MasonRaziel,elpachino,4
MasonRaziel,z00lbia,3
FattahiJabar,BehrouzNiko,10
FattahiJabar,Artan_psychokid,6
FattahiJabar,Hamounheram,6
FattahiJabar,FarsNews_Agency,4
AAb45231,Soheila_Hamidi_,6
AAb45231,sadrabackup,5
alexamini2022,Mtdkiller,10
kedi1394,z_tondro,10
kedi1394,NewsRojhelat,10
pmmilsa,esmaeils1169,10
pmmilsa,visegrad24,5
pmmilsa,Khosrowalikord2,3
mateekeghermez,ImanRaoufat,6
AhmedAbdulRaqe1,Hina_Khanzadi2,10
AhmedAbdulRaqe1,B_T_l110,4
AhmedAbdulRaqe1,ZarneshKhan5,4
sara76622377,saman_sarraf,4
sara76622377,sunny_panii,4
sara76622377,saraghavamian,3
sara76622377,AsgharSepehri,3
ha_r_jafari,Alisepasi_ir,6
ha_r_jafari,indypersian,4
sasan10421998,saeedeGolchin,10
sasan10421998,toosyadak,10
sasan10421998,majiiiid2277,10
scofield_ir,soshia_nt,10
scofield_ir,sarbaz_sasani,10
scofield_ir,abdalzahra213,6
scofield_ir,msih__,4
soshia_nt,sarbaz_sasani,10
soshia_nt,abdalzahra213,5
soshia_nt,msih__,5
soshia_nt,BadaliSabi6872,4
ahmaad_ramish,Najeemyalman,8
ahmaad_ramish,AFIntlBrk,8
seyedgolpa,Beni_ta2,5
seyedgolpa,lsyny72203848,5
seyedgolpa,Aryammehr2,3
Salmanalfarse,sanaullafgml976,10
ItsGoj0,yyowaimo_,6
ItsGoj0,Bakadirection3,6
ItsGoj0,Phoenixtrojan,4
mammad_ism,realmamadmamadi,5
mammad_ism,spersooo,5
mammad_ism,sharzadakam,5
spersooo,sharzadakam,10
MIRAWI6,haanaaexo7,10
ptdybear,saeideh_ms,10
ptdybear,RPORED4,4
ptdybear,masoud_radmehr,4
saeideh_ms,itsmehdikia,5
saeideh_ms,RPORED4,3
saeideh_ms,F_ghanavati,3
saeideh_ms,Queen140072,3
Farshid_AL,23dochar,10
Farshid_AL,salmaneshoon,6
Farshid_AL,EbneHava,3
Farshid_AL,NaderSohrabii,3
Farshid_AL,kenchiikuka,3
MirzaeeMary,keyvan101,10
Saadkabir1382,Yasi98773450,8
PiryaeiMehdi,babak20865,11
PiryaeiMehdi,conctantineman,5
PiryaeiMehdi,OmidtheGray,4
SamaaaGm,juckernothing,11
SamaaaGm,asirzaman01,3
SamaaaGm,cinephile_tara,3
DellBnD,kalamari_7,5
DellBnD,smallpartisan,5
DellBnD,mmdmhdi_,3
lbs1019,hadimehrane1,10
lbs1019,omidba4567,4
_nadja_nadja,diba__mehr,10
rdansyry2,Fergal_21,10
rdansyry2,abolfazl0916,7
rdansyry2,Shadi84214639,3
rdansyry2,taasianam,3
maman_daneshjoo,vatanamiran67,10
maman_daneshjoo,V_Mehdi10,4
maman_daneshjoo,sana_bano_313,4
maman_daneshjoo,Nsbshima,3
maman_daneshjoo,Banooyebahary41,3
13Neo18427,babakmehr2,5
13Neo18427,FoxNews,5
13Neo18427,zamintakht,3
zamintakht,Saman15216939,6
zamintakht,Armin19910215,4
Sandisodoleh,AmiinMosavii94,6
Sandisodoleh,___P___R___,6
Sandisodoleh,theshazdeh,3
HGMehr96ART,pahlavirezacpar,10
HGMehr96ART,bahramgour,7
HGMehr96ART,DanialShahmorad,4
HGMehr96ART,aliadelvand,3
HGMehr96ART,hessamabnoos,3
HGMehr96ART,M_Ahadzadeh,3
ZainSafeer12,ikview,10
Pirghadimi,mah_sadeghi,6
Pirghadimi,da52697,4
OsyangarNadem,Iran_News_2023,10
peacelovefreed,emran_shuja,6
peacelovefreed,dr__shukria,4
peacelovefreed,AKS_400,4
dr__shukria,AKS_400,10
pad0004,Dr__Shin___,10
pad0004,moji97077298,5
pad0004,BahaarH68,5
pad0004,AmirhoseinTav10,4
Mohsen1665,antiquated_d,10
Mohsen1665,MMAHDI70781183,10
knightAnahita96,SurenaPishvaz,10
knightAnahita96,IranShahaOrg,4
knightAnahita96,PeeVeeSherman,3
knightAnahita96,Sanjaribaf,3
arqavaan,31esfand,12
arqavaan,CattheLunaa,4
Mariam26998050,NMoytanoghlu,7
Mariam26998050,mohamadpooya1,3
Ali96399145,venil97,11
Ali96399145,hoseinahvazi,3
Ali96399145,masoudmoa1,3
MShakor484118,agha_bakeri,10
IRANamirosadat,Naz_golli,10
hamed86arman,atheist4evr,3
baba_kiseh,Mooniter,10
baba_kiseh,Nsgiran,4
baba_kiseh,i24NEWS_EN,3
ighanaaz,sibzminipshandi,10
f1881atima,lucider_girl,7
f1881atima,vazhe23,4
shekafande3398,Teegrce,5
shekafande3398,AyatollaBoJiden,4
shekafande3398,CallMeDiegoJr,4
shekafande3398,lilith_st6,3
Ali62384530,VOAfarsi,10
DKlnly,anitaach84,10
DKlnly,kazhal2930,6
DKlnly,trustimm,6
killercat0613,S7A712,10
killercat0613,mlwryn2,10
killercat0613,prpl_asa7jk,5
killercat0613,sahelmochi,5
GhulamAhme56956,MemonaMushtaq,10
ali_jabarvandd,Annashiiiiid,10
ali_jabarvandd,a_h_masoudi83,10
Annashiiiiid,a_h_masoudi83,10
katb_alrya,Abdul_Majid33,10
katb_alrya,farhad_fathi_ir,7
katb_alrya,mehr_65,3
katb_alrya,hosseyn1988,3
thecakeisaliiie,RoozbehAlamdar1,6
thecakeisaliiie,RockstarGames,4
HentaiM12338523,acid666host,10
moooon_loverr,_mohamadrazaghi,10
komiser_m,ali_bitarafan5,10
komiser_m,Dokhi_sag,3
komiser_m,hadimehrane1,3
Hajivirus8,crooked_neck,3
Hajivirus8,ClownWorld_,3
Hajivirus8,footballdaily,3
alihd_js,sina8013,10
ParvanehVahabz2,Fakhravar,10
Erfanhakimy,_Rahili_,10
Erfanhakimy,4_AAiR,5
Erfanhakimy,fery86silent,3
Navidrafieii,_fatemesadat,6
Navidrafieii,FRazavinasab,4
Meitimeshki,a_alegry,10
ahmad57358,zizigolo_75,10
ahmad57358,Azkidotcom,6
ahmad57358,rezaivxx__,4
theseed987,0xBorna,10
AbdulSatarRez,JanbaazOsman,10
GullGulshan92,UmarRehmanMalik,10
moosavidotsmds,ajt_301,10
mahdiiye_safari,Cp_jack_sparrow,10
mahdiiye_safari,Samanbavaria,10
mahdiiye_safari,IranianPatri0t,5
mahdiiye_safari,lstiiwl,3
ItsReallyEllie_,luNymphT,7
ItsReallyEllie_,ManotoNews,3
ferox_mehri,ElhamOmidvari,10
ferox_mehri,AlinejadMasih,3
ferox_mehri,mozhganmodaress,3
mohammad_dvoodi,motahharad,10
torabie1361,Mojtaba14109505,5
torabie1361,ayyarom,3
torabie1361,Abbas_Safari1,3
136278Reza,Zahra_nik982,10
reyhana20373,silentdokht,3
alhxop,vinicheh,10
alhxop,hosseyn1988,7
alhxop,MaryamM_1981,3
vinicheh,hosseyn1988,6
vinicheh,MaryamM_1981,4
Mescallline,cheragh_aseman,10
Mescallline,james_bidin,8
ihesam2005x,alii_h_,10
HGC769,NR2OH,10
Znvobia,Amir66Hossein99,10
daliran2020,fereshteh_msv,10
daliran2020,dick2leftirani,3
aminam_nimarad4,IsraelPersian,10
aminam_nimarad4,visegrad24,5
aminam_nimarad4,yzarka,3
negnegflu,ElhamHdyn,10
mostafarah35511,AFIntlBrk,6
mostafarah35511,IranIntl,4
motekhalef021,liliroz__,5
motekhalef021,1spring_girl,5
AzkariAli,TOLOnews,10
paintedbygod,LotusRashidi,10
paintedbygod,Amre_as_,10
luneNutella,_KittyLixie_,7
luneNutella,AstrologyFa,3
lnahalllnahall,Maryam_onjell,10
lnahalllnahall,paridaryaiiya,10
lnahalllnahall,lnahalllnahall,5
lnahalllnahall,iifarrnazii,3
amin1996z,TakMesra,5
amin1996z,VoiceFromFutur,5
amin1996z,kiadarbandsari1,3
VahidKhoshnoody,Maryam_Rajavi_P,10
violetkikii,ellell_ssi,4
violetkikii,Erfanalihouri,4
violetkikii,strangerxbx,3
sepiiiiiideeeeh,sseeppeehhrr,7
sepiiiiiideeeeh,aiDaa_2i,7
sepiiiiiideeeeh,__gypsyone,4
sepiiiiiideeeeh,presidentAli13,3
sepiiiiiideeeeh,pooyamahmoudi97,3
mahnoosh7729798,hssaremi,3
mahnoosh7729798,EsMehrane,3
mahnoosh7729798,MSRX98,3
sara346735,hamdam2310,10
sara346735,rayasjlx,4
sara346735,mah3a_cute,4
sara346735,vasatgara,3
SartorAfghan,PachayAwghan,10
AhmadShahbaz_,_Donil,10
gosht_kob,DetectivePiJey,10
gosht_kob,Ramin1204,7
gosht_kob,PeymanYara,3
sedamiyad,itsbabyyodaaa,10
Mmdshone,happy_THC,10
Mmdshone,Elyas_Cile,10
Mmdshone,imidoonam,3
Mmdshone,RezaFalahatkar,3
mehrabunny_,majidoghanian,6
mehrabunny_,mona_ganjian,4
mehrabunny_,matine_ki,3
mehrabunny_,hamidsocial_,3
mehrabunny_,Angelica_No1111,3
mona_ganjian,sertegh96,6
mona_ganjian,hamidsocial_,4
mkarbalaeiii,MissNadia78,6
mkarbalaeiii,Mahdiyar1400,3
mkarbalaeiii,MissSeyedeh,3
mkarbalaeiii,bitab97,3
Mlawyer18,_heartsome,10
anton_1401,hajimohebi,5
anton_1401,komiser_m,3
anton_1401,ali_bitarafan5,3
offbeat401,2rni3a_ezm,10
jilabani,Ir__women,6
jilabani,ab_ganji,4
lodeurdupain,LiberalArtist0,5
lodeurdupain,ali20192022,5
lodeurdupain,__pikonta,5
lodeurdupain,Sssccpp,3
lodeurdupain,_Samanoel,3
ali20192022,__pikonta,10
ali20192022,Sssccpp,4
ali20192022,Hooriehkhodami1,4
ali20192022,simamoradb51053,3
ali20192022,Mehrnoosh,3
ali20192022,OmidAmanii,3
ZobaidullahSha2,bbcpersian,10
swanpeace,BehiInFarsi,10
swanpeace,Unique00Ta,3
swanpeace,1mahraz,3
Qol85700Rahi,TravelAndLove,10
moqimian,_Mahdiyar313,11
arman40227838,itsMasiiih,10
arman40227838,nariman_1993,6
arman40227838,herchy17,4
SoranRawa,aalrashed,10
SsSs40296781,MHHM0140656882,10
lysndry7,Tasnimnews_Fa,10
jasemi_hosein,szamanzadeh,10
antiPythagoras,thisispooya,10
antiPythagoras,bmarziii,10
antiPythagoras,KhaligarShirazi,5
antiPythagoras,keivan_parsa,3
popowiny,kaakooti96,10
persianguy39,Raissi761995579,10
Spirillum0,miim__tiim,7
Spirillum0,Ehsan9459911,3
mohammdali1988,Alirahimi2021,10
mohammdali1988,Ashraf2023A,5
mohammdali1988,vajiehe,5
mohammdali1988,shoureshgaran,4
AwesDea,thewhy6uy,10
AwesDea,Moshtaelll,8
AwesDea,esmailifarshad,7
UCZWDmOsKU4hbX0,elia12420,10
UCZWDmOsKU4hbX0,borhanimohsen1,3
UCZWDmOsKU4hbX0,tahan_nazif,3
FarshadAhangr,just_ssad,10
FarshadAhangr,Nimtheft,10
kootllas,lakujon,10
Paymaaaan,ghazalehh531484,10
Paymaaaan,maamaani1992,10
Paymaaaan,otherssss1234,10
ghazalehh531484,maamaani1992,10
ghazalehh531484,otherssss1234,10
littleprettyhrn,armybahar27078,10
littleprettyhrn,BlueeDenise,9
imnotmasih,parrands,10
imnotmasih,kiddieniyyyy,5
imnotmasih,iTsRamTin,4
Mstn2613,PahlaviReza,10
abrokamoon88,feribaggins,6
abrokamoon88,SHAB_SHEKAN23,6
abrokamoon88,shooresh1374,5
abrokamoon88,Forbidden2002,4
arch_akbari,Saeed__Ebrahimi,7
arch_akbari,FtmRajabi,3
arch_akbari,AghBahman,3
farazpartoei,_Mahdiyar313,10
invisiblemisaki,leezhukim,10
NimAlgorithm,shinesun_0,10
NimAlgorithm,alinejad_itm,10
shinesun_0,alinejad_itm,10
dr_archers,dard_e_sar_saz,7
dr_archers,ourbigLsecrets,3
moonle93_,Mr003Mr003,10
moonle93_,AmirAdli79,5
moonle93_,ramak_dairy,4
moonle93_,Vitotype,4
AlhasE3b,TheHazaristan,10
AlhasE3b,AsilaA,10
