source,target,weight
behjerdy,JZarif,1
romi6900,ShavazCom,1
ddaddarr,panizshakurii,1
Sameerkhan20023,edris_yousuf,1
prpl_asa7jk,NArastooei42591,1
amir_pasha333,monadchannel,1
tavanabehruz,cmabiiii,1
Naamalum__,pareh_kermani,1
justshipwrecked,justshipwrecked,1
MKM91969516,KayhanLondon,1
FJhupiter,azarmehr__,1
an0nym0usim,Sanjaribaf,1
P02031251,ezzatjah2,1
Woman__Liberty,mosaferehgharib,1
m1370r,KouroshHaas,1
Nasrinrose1,Zeidabadi_Ahmad,1
mahdina46511139,SeyyedMasoud,1
jedaaal,AliNasri90,1
massoud717,Iran,1
ajdemarang,NikkiHaley,1
saketesaket,IranIntl,1
Iwillbornagain,hastizopherni,1
Mark52732349,Javanmardi75,1
money9009472,negardovom,1
Amir_Ahmadian2,ezzatjah_4,1
TehranWatcher,MirdamadiSeraj,1
Molla_Nasraddin,AliArdam2,1
R2023E1402,kayvanabbassi,1
miladzatter,ShahEsmaeil01,1
kavire_khoshk,Foroutan_ir,1
matinozh,maazyaarr,1
pofsor,adam_hesabi,1
maaryummy,maaryummy,2
crazyguy4shomam,Topoli34,1
Shwkilaa,begomobi,1
nossareh,RezaKhandan4,1
BehzadZara,ZananFirouzehie,1
_imshim_,_imshim_,1
Shimo0917176585,MahdiyeMoh42015,1
cheshm0be0rah,zizigolo_75,1
SonOfHabil,texas6loolband,1
Marde_Hesab,hosseyn1988,1
HajjamiSepideh,hosseyn1988,1
theoctopos,m_saraw,1
AyatollahOzmaAn,Mostafa19857636,1
haedeeyeah,haedeeyeah,1
JananHaqma35200,QaniEsmat,1
qzllnnn,mohammadmhfr,1
TripleEng90,goooodgirl92,1
houtbeh,RezaKhandan4,1
Madenazmoiselle,madarzeshikonie,1
dorostmishebaba,Msevdasevda,1
thisisahmadreza,hmousavian,1
HoxDark,Gh52967228Parsa,1
PartyballoonIr,Pushkinove,1
behnamahz,ahoora004,1
KamrevaMehrdad,jahanii_mahsa,1
EbrahimMojab,fereshte_aminy,1
AliAbbasis,Phil_Lewis_,1
SOllllli1613,hashemy_ir,1
SaharSaman34947,Ana___Schuster,1
Zamanamm,Nioosha_ea,1
Dobrafonthebeat,malashiefuckboy,1
matin_far,ftwm_76,1
Tamanarezaie51,NimrokhMedia,1
KaramTareen,tamana9999,1
SalarEs715107,shervano1021,1
ahang_baharmast,Maryam_Rajavi_P,1
GHollyGolightly,Alirezareal80,1
MadarTisphoon,12alfa18,1
johar_ejaz,AlJawadainIQ,1
mehdiebim,3edi00,1
f_A_M_228_8,saeedsafa13,1
james_bidin,cheragh_aseman,3
niloufaran,DavariAbdolreza,1
hiddenfaacee,kianarftmnsh,1
_vghylz,jahanii_mahsa,1
rezakolahkaj7,farnoug,1
gorg_khasteh,Amir57567986,1
Hamide_ys,Arezam_ke,1
hamtaye_rose,sinantheheiran,1
arinboy666,arman40227838,1
moonchild__2004,_7Heelift_7,1
ForoughMe,NazaninHajizade,1
mogharebati,asedmahdiii,1
Babak_Kasravi,mah_sadeghi,1
GhubarShamal,KarzaiH,1
M_Jamallou,DavariAbdolreza,1
manochehrrashi8,mehrdadbkhtiari,1
lipGalle,lipGalle,1
farbodebrahimi5,RashidpourReza,1
Ewig__keit,chibz42,1
shishi_good,p_velgard,1
sabzebanamak,goold_mozfer,1
Pouriaaaaz,xardashiankim,1
Rashnueth,SogandRamezanl,1
HeKasrehCrisis,OfficialToomaj,1
BahramSava68275,SaraMassoumi,1
MDAH1382,M_suofii,1
MVizhij,Blue_Leily,1
__valiz__,_mobin_t,1
Persuasion_elli,bashool,1
perpochi4,fromdeepocean,1
HAXTAX0,abas_pourhasan,1
hardseltzerr,PureSoul_isback,1
OskrouchiAli,VoiceFromFutur,1
dream_line95,Icedlatte8_8,1
Clarencecobain,hitomidirtoby,1
snrbygy1,syedkomaill,1
Mazloom2020,Leila_k_h_a,1
0xMoei,OmidEbrahimi77,1
lunkno_ownl,morpheus_ir,1
knightpars,Aquiuila,1
_maral___,cherikeAva8,1
Mreza_81_,sed_mahdi_gh,1
Anahitashokrol4,Anahitashokrol4,1
mostriiiii,atenaa82,1
__iamryhn,AmirAdli79,1
rocket2uk,IsraelPersian,1
MRezaBakhshi68,IsraelPersian,1
HSarrafpour,Elyas_Cile,1
Yademan39,dick2leftirani,1
Rasoulba1,MARYAMA59605796,1
Adlin_SheHulk,HerrHusis,1
Man21352136Man,nini_1375,1
thyulei,mhmmd_492,1
h0nneym0o0n,fanardarrafte_,1
Scarfac__,rahimy166,1
084kid,PMohadesehfeizi,1
habib93921234,ForEveryBd,1
_December_21,Brice_boy_,1
NPrychhrh,Taheri_Movement,1
imahyar1,nodemonkes,1
realpercussion1,mey_3Am,1
Zahraaa2212,Yoosof_Abdar,1
equsarr,equsarr,1
doctor_bighanun,Taranehsh22,1
so_ha_ka,sturmfreiii__,1
Of_Rivia_Geralt,amiralieftekha8,1
MobinSarayloo,Yashariiiiii,1
hamed70t,VashieDivooneh,1
zereshkaval,Psych0_analyst,1
Myna2018,ipakchi,1
Sahar946067,a_afshatara,1
liberta2023,sinssaba,1
_Noora_2000_,realmohammad_r,1
newgaar,sina_mim,1
Pire__Moghan,M_sheikhbagheri,1
Saman13571,MrezaAskari1,1
Masomeh313sh,ya3er_ap,1
BELOVEDIRAAAAN,disclosetv,1
Ghazal_shb,TakMesra,1
sokotkonharami,The_ash_born,1
rohamegord,rohamegord,1
ShirinNariman,iranwire,1
HazratAadam2,IranNewspaper,1
alittleofmwed,sohshafkad,1
lili7777Restart,IDFFarsi,1
talabeyakuza,AhooGhn,1
behnamahz,Nadia4no1,1
Gomnam_T,Spring__girl78,1
Sina30nard1,Mohamma_aad,1
gol_yasmyn12,AstanMedia,1
MmTtAa31,mollah,1
H_2Arya,SARBAZEH_VATAN1,1
HZandish,parisa_prshg,1
Liman536258,arefeh1992,1
alonemoosh,yaghoobMhr,1
m_ashornejad,shafiemobina,1
chal_bekari,MALIK__999,1
ef_ji83,seyed188,1
BLACKchamoMil,loeysaid1485,1
reyhoonha,nasrollahzade,1
YilingLaozu88,HaiderRegion,1
lemonasions,Robsaf,1
TalaFatemi,RezaBehzadian,1
tafa_coozcoo,Amirmohammad_kk,1
littlefre4kkk,littlefre4kkk,1
rezaz2023,rezaz2023,1
hamadehtashami,HamidBa18163290,1
saygolr,_Mahdiyar313,1
NoCrossNoCresce,Itwitit,1
Mamadfarr,cute_cat_t,1
accountjadidame,sleepyariian,1
wrihunw,Lonely___gamer,1
NavidMehr99,_shideh_,1
sher_bighafie,Behrooz2666,1
English4Persian,YaarDabestaani,1
Bnymines,out_farsi,1
AArabsorkhi,bennyjohnson,1
kadkhodaeiomid1,ahoo71812330,1
kvahdat,7pantea7PAHLAVI,1
ftme_nini,picbaemon,1
Aydinw_o,contextdogs,1
Mamali86126095,Royakouchaki,1
firstzorba,firstzorba,1
mirror_musk,Give_me_dead,1
Sogandww,kaamkaar,1
alirezanouriX,chndlrshlby,1
Abaddsd,hashemy_ir,1
mbhregister,ghasssabb,2
ILiiionsiran,IranIntl,1
deniznsdd,kiddieayda,1
espadana50,espadana50,1
eriL_blink,Icedlatte8_8,1
madadi_hosein,hiwa60,1
zahraHazrati8,zoheirkabuli,1
meshkiamm,a_h_masoudi83,1
mazen19nm,i0maima,1
lllHosseinlll,cheshm0be0rah,1
mobijmd,mobijmd,1
likecrazy78,yoongi__1379,1
pejvak313,FarazToday,1
mmmh__kai,aboutExol,1
homer60,yasharahsay,1
Sam_Irani9019,ayyarom,1
ManMeysam,Mohamma_aad,1
KeepGuessing07,AFIntlBrk,1
dead___women,maazyaarr,1
AnAloneFatemeh,cestattz,1
iamariyanmalik,asalllll83,1
MirzaSh66876598,ZubairAhmadAbb2,1
knauf_sh,amirf_f,1
goletaha1354,SargazyM,1
SamiullahMahdi,AmuTelevision,1
CapnHghar,TheCinesthetic,1
apoint_away,apoint_away,1
xosiiiii,monoasis,1
Radiokooch,OmiidSayfun,1
mostafa_egzoz,siiamek,1
mihman1401,lill_hana,1
Noo_To_Bully,ParisaAhmadian1,1
Zm_irani,mrymmy657906,1
farzad_1230,ImanOracle,1
hamid_fatol76,PARSA___YN,1
Mrs__Geranium,Lisamim_,1
IRI_SEAMAN,IRI_SEAMAN,2
k_zoormand,MOSSADil,1
oOomahdioOo,ShavazCom,1
Silver82fox82,falsereaderboy,1
zara_hastam,leilakhale19558,1
fatemeh134461,saraolamaei,1
sinae140001,Alirezareal80,1
keeeyhaaan,HERONIINO,1
manshouri_N,IrTimes,1
aliasghar_1378,Hana_banou,1
KiMo10626877,iranianpappiii3,1
zeinab98ak,Avin_1368,1
OrangeeSkmnak,fuckoff85267472,1
404NONEFOUND,arash_injast,1
malashiefuckboy,Mah_assa,1
mmmh__kai,fromdeepocean,1
Classic77580427,dw_persian,1
latifehameshki,ghazal_anns,1
M_D_Ramandi,a_momenian,1
parvaz_as,roomokhhastam,1
kaparosh,ashobshahr,1
shirdawl_,shirdawl_,1
shia__iran,Mandelapolicy,1
neko_1383_2,mahdi__l,1
devilishmelo,zriwxm,1
nazanin_v78,Hosseinz98,1
zynbmsviii,Zahramsviii,1
the_robot__,james_bidin,1
xoxojazzminn,erfwn,1
soopdoost,LaLasayeh,1
professorman07,parssa026,1
janana653,janana653,2
Az_E_RH_M,f_soleymani_k,1
Dokhtehaaji,roohangizharati,1
pishanquli,RanaDadpour,1
huralya,ZorgOros,1
UsefFard8893,Alighazizade,1
AS078607,SiyaamNayab,1
HedayatMini,sepehr_khorami,1
maniamr3,samiradovom,1
in_ensan,in_ensan,1
mamadqoutes,monadchannel,1
biabeshno,Jodamannde,1
Eng1mohsen,Mamoocham,1
meysam__71,Manokoshtan,1
elh29191,Sarv41,1
manzendeamhaha,taxiporshode,1
im_littlekermit,lleeiilly,1
Blackholyshitt,ipri3a,1
AfsoonAB,IsraelPersian,1
maneskin139202,SPanahi20,1
sayheln,moaming22,1
fat_partisan,Kamangir_133,1
someone_yenafar,plscallmemell,1
Farhad76304072,sadeghZibakalam,1
bahram_as123,hesamodin1,1
itsyasyasi,impalisaa,1
jopiter1983,dokhtarepayiiz,1
Crucified021,Zeidabadi_Ahmad,1
zapata_0098,sadrafarahmand,1
zaraddp,TaraMedric,1
kajip55626,farhad_fathi_ir,1
Rika_Vache,Amuprice,1
b_rostami2,mohsensaeidi151,1
alirezagh1354,_Cinemagraph_,1
Amirhatef_,mobin_lajbaz,1
atraineeinnis,Mohamma_aad,1
enola9797,Poshtiban6236,1
alirezatarin,Mr_hemmati72,1
fatemmeh_gh,ef_ji83,1
f3lf3ly2,f3lf3ly2,1
mahsazendeast,Tasnimnews_Fa,1
SH_A2040,abdulkhurasanii,1
EEllaexol1485,delights_L1485,1
irani12aa,sadeghZibakalam,1
hanakkhanoomam3,JexRad,1
khodn98,mamadporii,1
agentar47,SaladinTheWise1,1
mostmosam,demon_slayr1,1
atheistcyrus,RezaKhandan4,1
meysam1irani,faeze1990,1
symrg1075524,sharifizahra685,1
DrAzar6,YunesTabrizlii,1
matinmb31,zizigolo_75,1
Iran_Skin_Facts,iran_eghtesadi,1
az09rez,AmirHossein9229,1
moonenoom,cabrrrrrrron,1
AbbasYalva67736,IranIntlbrk,1
Seilzade,zed_alef_,1
Roya_parvaz0,khodamam_El,1
zola23s,adamjohnsonCHI,1
TKwchky,borhaneghate_m,1
IanThom1401,_Mahdiyar313,1
saeedeh999,RajabiSoheyli,1
uurmazdw,babakm1912a2767,1
l3eL11Wei9STco3,unquiet_mind_1,1
jahanii_mahsa,panah80ii,1
AminAhmadi15304,IsraelPersian,1
Lightroom999,JamesDeanUFO,1
reza247893,so_ha_ka,1
Arman91287188,mamadporii,1
HaDs_gh_,mommy_mahi,1
Esmailkamalii,salyameri,1
Itsaxel_bmth,Kimyaahh,1
pzhmrwh2023,manamman78,1
alexi9393,itssepips,1
AbolShit,MrAmir_30,1
bertoltberesht,AhouraaM,1
Sepehr824458,El_Ham128,1
mahtab57597055,hasanahmadi0731,1
salar_seyf,AmirKhaleqi,1
sa_ra_raz,nogoallll,1
comelancholic,iwasthesaint,1
KavehNova2023,IsraelPersian,1
ch8h8r,ahhhmahhhh,1
ithwlia13,Aboolfazl_tr,1
lysbhany555755,IsraelPersian,1
Tiredgiraffeee,neda12s,1
aliabyane,ab_ganji,1
AR0790HZ,nikbakht_59,1
sinnbbaa,being__Hossein,1
Mersad67750501,NEOdouda,1
paparomeoblue,Aidavalraven,1
hashim_M1406,ahmadsaeed101,1
ameliinthesky,yamaha_yamasu,1
warriornill,omidkavehrad,1
Rehabeddd,tripathiratul,1
salambarshomaa,bbarraann,1
Poshtiban6236,movafaghbash,1
peymanpp,mirsaeedd,1
fat_partisan,MarshaBlackburn,1
rad1234t,sirsinber,1
MoonLight7325,biasabolaalamin,1
__Zahra_8_,llmariyaall,1
mahdia1990n,AstanMedia,1
nauviud_soul,Af13981,1
sindokht_99,bravenewworldy,1
ngrebra,Cathopatr,1
arash74018976,asallllllllaaak,1
pA1nTheGa1N,khokhlakof,1
Marcel_Aiii,Itisgol,1
elllellla,Reza_peacee,1
Azadi_Zendegi9,J74wb,1
arashfrtn,aghayehesam,1
Nznin_ha,amirmim_1,1
iranimmortals,iranimmortals,1
Corazon_vaci0,redzvelve,1
moonchild7_by,m_army_ir,1
rezafazeliam,SecBlinken,1
zahra_htb,HajAmirGeneral8,1
11o_nim,minoo_dch,1
Timematters3,omidamraei,1
SarbazeShaham,TaraMedric,1
Iranobegard,Iranobegard,1
MHDR_1,HadiNasrallah,1
ashkan23530131,IsraelPersian,1
MoeinAbz,IranianPlateau,1
nouraiamini,saeedehsaeedi,1
torsoishere,torsoishere,2
R_R_RIP,iran_baloch12,1
fafa313110,afshinrattansi,1
BehrangBabak,OfficialSiasi,1
kazebmanfi,h4ckll6,1
natshour,ImpossibleKimPo,1
rezamah80576042,javgin0,1
marlbro1212,Plasticartman,1
asifbut24805101,SaifUll69361624,1
hamraz2021,Give_me_dead,1
zizomariaa,sadeghZibakalam,1
NazaninKdyr,behnooshroozbeh,1
Revolution_R_,Revolution_R_,2
hishmki,jaarri_choun_Ab,1
a8n3s,Astarieee,1
Omidg888,dextress_,1
Saeeddarba,DrRadSh,1
ihmidreza,JfbNimaaa,1
0xMoei,LayerZero_Labs,1
mehrvip,borhanimohsen1,1
elhm607,borobabaah,1
AbdulkhaliqAy14,siddiqi0789,1
Dina_a702,IAMOTEN_,1
Cilia1919,Gordiiya,1
tahmine_7,firooz59,1
Mellamokimia,emptykosar,1
shattala_,Faeze00trm,1
ordibeheshti_,Pishi7470,1
NasehMohi,goingpheobe,1
apexfatema,3epehrinjast,1
nahal_coo,aborted_foetus,1
Alirezaht25,Me_Unstoppable2,1
Nafas_1364z,mmdr72346922,1
cefalu1500,about_nafise,1
Hashemi2009M,khybereena,1
lordavernus45,esenler631443,1
NazibaGhoo,HazratAadam2,1
tavakkol,MarinaMedvin,1
TheLayaann,le_sserafim,1
newgaar,newgaar,1
dashjafar1,ghavibashhh,1
normahta,yasin77j,1
daneshgary,daneshgary,1
HaiderRegion,paris_a_ak,1
Ebne_noah,SaraMassoumi,2
Deebbug,reacherAaa,1
l3oycott,phouzhan,1
Asadi404,hassan_moslehi_,1
NBareg30562,alnoujaba,1
kianoosha76,MinionLn,1
atena_a_,andyysheh,1
Daryasito,QuinnDeVil8,1
sarbaze_moghan,s_yas_1,1
sinaaaa1371,zeinab_m62,1
Erfan_khosravi,burasute21120,1
rubiaabrar,Hu_mane_,1
Amirh_gh69,jsk_silver,1
zoya66a,ggehhry2,1
Pontiff_Salivan,out_farsi,1
Armn7B,paapoola,1
Raha_sajedi,Arash_S70,1
ashkanekh,khonyagare,1
mehradfact,ayatsubzero,1
KhanKhan188874,Meharmabinazan,1
MehranZamani,behrang_sohrabi,1
argasworld,miladtirandaz,1
1402Sahand,muhammadytabar,1
callmenerditsok,Woodiny1999,1
YasamanMutter,3_5Movement,1
DreamRoyap,patrickbetdavid,1
Falshxan1,Falshxan1,1
ReMa25278231223,Roxyfox03924981,1
dalghakeshahr,ItsSissi,1
NeyKhayam,__Injaneb96,1
mryam_p0,whale_52_hrtz,1
HassanH43686574,KimiaMozafarian,1
nafasjan903269,em_12345_A,1
Injanebhash,mosaferehgharib,1
Matinfar2,Matinfar2,7
ali77gha,ali77gha,2
smthbnc,baalefsaad,1
sayedhadi64,AtefeZeynali,1
realrezishere,zara_ahmadvand,1
Noisa989,Shahbaz09878,1
alpach994,safarazlilipoot,1
MasoumGhanbari,bartleby365,1
kratos_3055,ngr0790,1
PARI_TAVANA,enseignantepas,1
seyffollah,sarbazefilsof,1
mahlagha68,moheb_ali68,1
Dandelionisdead,Reinefreiheit,1
TahirRanaT85557,SP_Cheema1,1
szm211,AmirTak30056,1
sellda79,saymobina,1
Arian_p1,bobycloud,1
saba_khoi,soraya_secular,1
parsatntpw,raha_1277,1
Sam_Irani9019,aghel_ir,1
ghaseda82044726,alikarimi_ak8,2
Kamangir_133,fat_partisan,1
H_insight1989,majidam23,1
SajidFb,MirzaAkbarAli10,1
Hamed9819,masoudheidare,2
late_born,PeymanMedia,1
100bter,jamarannews,1
enverpasa1918,noruzbaigh,1
Nima_L2003,mahsakianiiii,1
CIVILYAR,Alinajafiamiri,1
imhiildam,Mahnaz_s19,1
saeedzareian,saeedzareian,1
Nimabrishamchi,thecatloverrr,1
RezaMnsr,shahede136,1
henryfo9,IsraelPersian,1
ferferak_,greentruck9069,1
taher68367498,sharagim_zand,1
Dordanehb,venusiii20,1
mahdia1990n,N0o0ora214,1
pnh_99,dew_313,1
Yesvack,mamoritay,1
aabi_123456789,mmmmm234500,1
siamakfarid,siamakfarid,4
negarii__,aydashee,1
FarshidN9977,__Mnkdb17__,1
Hasti_zahra_m,Amet978,1
yYh8x5hC6nxh1Wd,NIMA_NaeimShahi,1
SalianiReza,tanha1358,1
OmidMoradkhani,alirezatarin,1
Gandodreams,saeedbel93,1
SAG51214,Fqmk7,1
Shittelektu,Mohamma_aad,1
Frank_Prank_,liam1191kianshz,1
javadshafaei,ElhamNikzat78,1
hopeandshiny,NasehMohi,1
callmelilya__,mihman1401,1
Masoud_Zamani,Masoud_Zamani,2
sevdahc,Sepehr_Azk,2
Amirnikan4,sonofniche,1
farid1344,homeyramis,1
RKarooei,Motorsport,1
TheLayaann,TWICEPlC,1
Goonash4,dokhtkochi,1
HajAmirGeneral8,yarekhooban,1
HiwaTube,soosan1333,1
rebellion_48,Ach_Bo_Rolani_T,1
arshstray,ferfereyesaeed,1
setareh_jalalp,Idajafari82,1
Reza68_313,_Mahdiyar313,1
Hadi_bazmi,Mousavi1355,1
Gonegirl76,Gonegirl76,1
_khatrhkhaksar_,saamii021,1
mehdi_bab771,mehdi_bab771,1
mortezazx,yccmshell,1
abdolreza1108,khanome_ajib,2
Elle84446918174,SeyMon10,1
Reza_peacee,hoobar_mb,2
sarbaz_sefr313,12th_Phoenix,1
_mobina128_,Mobina472569123,1
shokrani_maryam,shokrani_maryam,7
iranema2017,AmnestyIran,2
Tbeatchshmnavaz,bikas44444,1
najafi_set74349,_nakhodayebinam,1
kohsarplm,DavariAbdolreza,1
mafiso111,RezaKhandan4,1
R_Nejatinezhad,Daenerys73,1
hinderedbygod,spriingishere,1
Tarlalalaa,saeedbayat,1
fryd115,hotaki_093,1
nooshabehamiri1,HassanRonaghi,1
mihanimarzban03,iranwire,1
lordallworld,Tasian2020,1
Top_Idea_313,Top_Idea_313,1
zan0z0,ManotoNews,1
saaadattt,aboutkazheh,1
soheiladrvishi,LinMooon,1
NKiannia_Heravi,NKiannia_Heravi,1
isinaminjahsl,iamzeydi,1
totfarangivip,totfarangivip,1
oveys_,oveys_,2
maxscorpion0,MRasouli5,1
L__khanoom,Forbidden2002,1
amin1970s,DrsFty,1
equsarr,kh_nazgoly,1
sarbaz_1364,sayyedAlirezamv,1
rasputin1500,rasputin1500,1
zendegidar_iran,_Sicily_ss_,1
realfuckingnig4,pey0ne,1
Samainjanisttt,neggbaby,1
esmaeelzar,Arman91287188,1
kiramtueslam,NR2OH,1
LADYYY_BIRDYYY,allfatherrrrr,1
Victims_AU,Ebne_noah,1
arefeh1992,BANGBAN36099,1
ANarsti,BBCArdalan,1
sananews_radfar,amirihamide,1
marjankhoda,jorjani_mr,1
RahaHeravi,RahaHeravi,1
farangiss3,anis_alins,1
Kami_a_few,teradiatorist,1
kaVallier34,Soli_ir_z,1
Bahariran7,tavana_shiva,1
radiniyz,vernazanenghad,1
7day7month7year,mrymhian,1
AmirTak30056,darbareElii,1
honeykingnasab,honeykingnasab,1
AplcarolineDr,ziggjav,1
mwershad,Maryam_onjell,1
dondiegovegga,TaPirozi,1
sarmaii_,mamaduk161,1
sayyedaroor,arashpakzad13,1
alirezaaa063,muhamad95311702,1
b4nafsheh,nottliin,1
MahiPalang,hopeo_o_,1
Mis_Minister,hourIyhoroscope,1
ali_jenabm,zi_zi__am,1
mhmdrda71947547,Rfrenss,1
aarifraz08,100_mahalleh,1
beheshtbanoo,Saint_Petrosieh,1
Hamidkhan220,yekzanekhaste,1
Mahiii_ii,afq1143112,1
iranimerican,ishikhaki,1
BeheshtyH,kamangir_1,1
Amirrez_h,Amirrez_h,1
MKomeili,Tasnimnews_Fa,1
Aelmere7,Aelmere7,1
MrsBirmingham1,maneinja,1
lieaEbony,Resist_CBDC,1
tanha1358,pouriazeraati,1
MoradiRazie,Hediyeh_da,2
EmDotReza,SamanMind,1
Bahar41201731,Omid6660,1
femszde,saeedbel93,1
bidadek,jahanii_mahsa,1
whitesandblac,gregreese,1
Mhraaad,The_shahrooz,1
iraniamrafigh,shahrokh_ehsani,1
ElahehShe,RahaBahreini,1
GranAfghan123,RohullR,1
moghadassn40398,reza_wick,1
alipourdnam,LouisDegaa,1
FBehboody85723,IranIntl,1
yaser_baloch10,yaser_baloch10,1
aboutExol,KaiDo12,1
ghasssabb,BoK_SeL,1
alita5879,naCb_m,1
kazemiMohad,Letrovich_,1
ShahramShabpare,iamsetaysh,1
Sorush82,neegar141,1
Melicazare,andranik_hy,1
HessamMousavi,hankmooodie,1
juuwaan__,KianKarimi,1
marks_baradaran,s_yas_1,1
Zahrafar79,ThEeRossgeller,1
majidshahriari1,majidshahriari1,1
hamed38i,mahboob_62,1
2rni3a_ezm,naderifar,1
SaberSeverus,imzahr1a,1
shideidunn,nonamenoface57,1
_aboutacat,Philip_Morris_b,1
Lady_Verta,Gmod_irian,1
niyasaall,AnneShirleyy2,1
beth7876,more_than_mori,1
Mr_moh3n,AZohra_Sam,1
aydapourkaram,elnzd,1
ali_na_iran,Elahe_Feminist,1
MohsenianMahdi,maghsoodi61,1
OneHopelessHope,hezarbiroun,1
an0nym0usim,iampirzahed,1
Hamidhaideri,TShaaran,1
Hasibul87592800,HTAFMediaOffice,1
armhemati,ardavan_sijani,1
ene_Narcissist,blooodblueee,1
etraab_beauty,abnosflower,1
rafighegomnam0,SaraMassoumi,1
havijkadoo,harishater,1
HosseinVaez,ragipsoylu,1
haghparast110,h_alegry,1
an_overthink_er,barbodsh69,1
AliloSohrab,imshrrr,1
yaskabood114,HashmWnd,1
maniliiis,cheryyyx,1
3omeone1,ali_aghaa211,1
Ahii_918,sharab45,1
Beyrami1998,elia12420,1
Panircorah,itswolfgirl,1
HematabadiSaeed,sharqi_e_qamgin,1
Montahay_khoobi,hasibh202,1
hassan99712446,Sh_MJalili,1
vidarwarrior,Mohamma_aad,1
Nisarfaizi03,umm__umarah,1
zhrakh4,sydmorteza_mir,1
the__rahaw,sajadszm,1
zeG8iUdqEiXjnG8,Vartannnn,1
AsadkhaniSohrab,jahanii_mahsa,1
EX9_L1485,sellvote17,1
hosseinaghili44,blue_vosat,1
iampirzahed,ChampionsLeague,1
eastwind91,8eyvan,1
meysam1irani,Mfso878890,1
iranabad2500,J1nne,1
Yasaminmoghadm,MOMENATTAR1,1
Warrior03005,rutilande,1
Arezurose,patrickbetdavid,1
arefmoghaddam,IsraelPersian,1
FaranakAzad1,SSaghi0,1
ali_bitarafan5,MohajerMr,1
monkeydcapr1o,oni_tsukareta,1
h_tabarzadi,h_tabarzadi,2
_Eligoli,sinaman_g,1
mehrdadzaie,Mahdi4ai,1
Xerxes271951,NaNnYmChEee,1
Omid2813,vahidhajipour1,1
nemidunamkiam,calmoceann,1
sick73489985,Ali_potter_2002,1
PedarePablo,winniebutkind,1
Jaspar44688420,AhmadMansour__,1
itssinahere,MelanieAtTwiter,1
nesaiw,saamuuraeiii,1
YilingLaozu88,JavaneRad,1
Seyed_Ali_128,amiri2487,1
Black818hammer,Mmd_hosseein,1
GhoreishiR,drefanzor,1
FatemZh,_autumn_girl_f,1
Dexterr_Morgan,mrpupybutthole1,1
aliahm1368,shayansThoughts,1
Hakim_Sajadi,Alighazizade,1
malik_ab5,MehrifLAZ,1
hamed666v,ef_ji83,1
BANGBAN36099,javadlio1993,1
hadi_khayam,Amini23Az,1
Paradocs_1998,rmshxxx,1
punisher346,M_Shamsabadi,1
Khaaatereeh,sarahmahbod,1
Glperi67835912,muhammadkouhkan,1
RYNaziiin,boss_big666,1
Fresh_AblimoOo,Albaloiy,1
ARYSabirShakir,GMehvishali,1
NotamirNot,ScenesFilms,1
alijooooon,TheBest_poem,1
pasdereflexion,tanniesist7,1
MajidAshori3,syedkomaill,1
bohlooledivane,ebrahimiavval,1
jomongsaghafi,journalist23640,1
Mohsen2546,N0oV6GSRDkJPmCg,1
Nasleno1Nasleno,EcoBizDaily,1
ali73724440,PanteaPeyvandi,1
Mis_Minister,chibz42,1
Clintlicher95,__newwishh,1
Mhdse_e,herz1122,1
saraa22shz,SabaBakhtyari,1
BluegrayArtie,jinx_wm66,1
FreeIra36624074,emilyshar1,1
alireza_abd,thisisvidili,1
rozhankhh,sasanplusay,1
SavanNvn,ali_bitarafan5,1
_mamzi_,reydal26,1
zeinab98ak,hajimohebi,1
saba_khoi,SabaBakhtyari,1
Ramin20123852,farazpartoei,1
arefeh1992,javadlio1993,1
yaa8182,s_m_eftekhari,1
sadra_najm,Death_is_liffe,1
aye_k07,C_H_M_A_,1
Mamrez_Ebrahimi,Bitataji47,1
asedmorteza99,abdolah_abdi,1
Sfandx,Eyeduhkoo,1
kimyakalantari,kimyakalantari,1
amiirdadashii13,amiirdadashii13,1
MwhdRaskh15301,TajikResistance,1
CanuckRock,Alex29155356,1
MORPHO110,AbolfazlRastgar,1
KhanoomDiab,rad1789,1
SiamakAlia14647,vglh2023,1
aoun1981,edalat14522,1
mintyminii,rookwood_92,2
_G6PD,urfavamirr,1
ata_bahrami,ata_bahrami,1
mojtabanikoo,HRA80,1
oneofthemIran,Alitarhani2,1
parsa_motamed2,mrrhino872,1
MyDoom_1993,dw_persian,1
pishi__malos,mohammad10moha,1
patrick_jane77,hardseltzerr,1
Iraj60037479,HananyaPersian,1
ZahraNa75733809,Mostafa49975311,1
javane_siasi,Grrmanesh,1
sciencelibert,_KhodaBiamorz,1
FarhadGolestan,mirbaqeri_ir,1
sonofniche,hosseyn1988,1
rick_khaste,va_ashtari,1
myfootkin,EhsanBodaghi,1
mareenaa5741,MMobarakzadeh,1
ItsGazala,its_1211,1
AlirezaNiknani,IranIntl,1
khire_be_dar,mortezalotfi65,1
pr_kimia,Mahii_siah,1
Sa_Dorchadas123,nafise,1
BardiaGarshasbi,Shakibafarnam2,1
Myna2018,Koronmusic,1
we1rdgirll,hourIyhoroscope,1
M_Babaei4,smovahedi63,1
sahargaahaan,BahaarH68,1
SiamakAlia14647,1366Hani,1
keshmeshpoloii,pmiliii,1
Mahtabh11,Amir_Thorn,1
shahnazfarzaneh,simayazaditv,1
waiiiitwhat,itsmehdikia,1
patrick_jane77,abb_abdi,1
