source,target,weight
Mojtaba3222,ItsRachel60,1
Tiam46033461,smallpartisan,1
Forbidden2002,SStandli,1
EnsanAzad6,Khamenei_fa,1
HomesickAlien_8,rt_rtiy,1
kh_milad46,isarpishan,1
AliKhanjani18,morninds,1
manaartlover,YEKIVRMMVNYEKI,1
SepehrSiasi,kharmagas_UK,1
Shahla64628988,indypersian,1
ali0997hayabusa,ghazalemoh24375,1
FazelTReza,DrLoupis,1
AliRezaAsadi2,Mini_IceMocha,1
sevvomshakhs,justamiss96,1
maybe_Nill,hourIyhoroscope,1
Mehrdad72727,farschideh,1
Leilasafarzade,acoustic_man01,1
mohamadi1993ha1,anisaz134,1
salehmirza00,al__lahiji,1
rstm50864424,porzady,1
MashBarbod,journalist23640,1
Ataa_Moazen,PMOIRAN,1
Lahzehaaaa,bahar_zohor,1
Sampn5,Lucy1348413,1
rzhiin__,zinbesmaeili,1
im_owesome,horyeh19212,1
ORiraoo,mhmdi_ftme,1
_Mahdiyar313,alidaneshmand_4,1
Agn3sGru,shrewdpatrick,1
LilPrince1375,soran_2000,1
emptysheild,mhdyzr2,1
Bahar4745uu,kchartsmaster,1
hamedshofficial,r_nili,1
_Priche_,Soroush1100p,1
shadiamin6,bbcpersian,1
Hasanake_Vaziir,Hasanake_Vaziir,1
Yaqlavi,Nasa_Farsinews,1
Iran_Mehr_2016,ManaMandegar,1
irandosti,MAmirrahimi,1
fletcherliind,SoudehEbz,1
hamiidsadegh,shahinnajafi80,1
Armin19910215,Armin19910215,9
uncle_dagha,AzinSchmutzer,1
SooreBoz,zizinanigooloo,1
more_than_mori,monoasis,1
allamehmadjlesi,RangPay,1
gorinbrg_chodan,MaryamMoqaddam,1
SepehrNikpey,tinnazr,1
zahra2533,memarsadeghi,1
mm_rasol,HashteSubhDaily,1
Lotusbisscofs,alientovach,1
PAUXzeEX6Fgj28C,PAUXzeEX6Fgj28C,1
faryadsho,KayhanLondon,1
Tigeress1401,EbneHava,1
justgreengage,SafaiDarya,1
Rabizade,Erfan_khosravi,1
Mimmeslematio,Mat1oob,1
imankhosravi18,abdolah_abdi,1
cryptogeekir,zkfarhad,1
oneofthemIran,IRNA_1313,1
far_var_din,jacksonhinklle,1
shaheen_ir,HqHrf,2
shebhekahoo,smm7698,1
ElaheBoghrat,MEMRIReports,1
kiarashfarasat1,MARIYA137o,1
redrighthandss,koosgije,1
brayeazadii,brayeazadii,1
iranenazila,khomeyni_com,1
Rosesiiyah,mansoor_naseh,1
lE0FgLH97RP5iXb,farzad_bayan,1
qwertaagg,Mamad_Gomshode,1
4LirezaTrader,RUYAANALYST,1
boujmat29854,NaderSoltanpour,1
haavvaa65,hameddeniz,1
MuzzammilAslam3,AZHARKHAN_PTI,1
safarazlilipoot,Rayabakhtyari,1
HamidD231475,hani_time1,1
pjrmujahid,pjrmujahid,5
Byunbello,hugcloudy,1
GodOfWar90909,IsraelPersian,1
hamideh_71,JudyAbbot17,1
pelakee13,11em222,1
fa_malekzadeh,mldmncr,1
aztabarepaeiz,MohammadSaam_M,1
javad55eghbali,duzlikiz,1
alone62155604,ArefSokoot,1
JalaalMoraadi,thebabak1,1
masoudghorbanyy,HShamaghdari,1
just_a_taemint,yollkh,1
afshari_aku,hosseindehbashi,1
Saradehghan141,matinrazavi3,1
fatemehoseinpo,Hanii_iie,1
Yas2378,antiquated_d,1
zeiinab_sh_,Mary_r175,1
hamid_ss28,Grrmanesh,1
fat_partisan,leventkemaI,1
dastbejibsDa,MandroMadam,1
minoo_dch,minoo_dch,1
pofak121314,HezbollahMedia,1
Lover_AhlulBayt,heir248,1
MassoudZahedi,sh_zandvakili,1
IMbeatreas,Behzadhamrahi,1
Mona48082950,indypersian,1
Dezli661020,ghermezism,1
AliTehr63928093,awes_spad,1
sammi_7n,Lomeno92,1
amiralihydrii,ensreyhane,1
najjardaronkola,mahnaz_urm,1
Saradehghan141,Delvaapasam,1
Helvegen03,DarkSoul_Rises,1
Eliiicbn,dopenfthrrr,1
Amirr_hastam,Dehshiri4Law,1
parnia2013,mobinaa_army7,1
MaryamS70339240,syrzyn1,1
sharikjormm,sainttjaroon,1
zarimiri,alipur_foad,1
Ehsan6655,abdolah_abdi,1
43kilooie,aulichii,1
Mahreman1,rememberinggoal,1
_Asaharb_200,mrrhino872,1
JavidNamjou,Alighazizade,1
TaegiIran,UNGeneva,1
rahimy166,PahlaviReza,1
SomanaYosufi,hashemy_ir,1
del_mim_,JavadSayyar,1
NastaranKiani,sjisjii,1
WaliKhan54321,aminee_ramin,1
kasra20847251,Dr_netfali,1
IranistM,sabeti_twt,1
rasool_m11603,anitaach84,1
Butterflycocoo,hydrocortizon,1
HesamMemar,_maahyaar_,1
agha_rashti2,agha_rashti2,12
abdozahra56630,gizBaBa4145,1
Hassanz01368964,stats_feed,1
sabber_dev,AndrewYNg,1
Seddiiiq,huralya,1
mohagag29,lzahrag,1
Zahrarnd,tahtetaghibam,1
hamid_fatol76,mry__mlk,1
mehdikariman,irants67,1
yejoraii,yacamanlk,1
engtaghaci,NolanRoss_69,1
masiihastam,TaraMedric,1
gizBaBa4145,Hosseini__Javad,1
goddesofhope,tahminehmolaei,1
azatbalochestan,ao2pc,1
negosham,BiaToBaghalam,1
FoadJm,fouad_jm2,2
Melina81948888,moaming22,1
khokhlakof,ShahedAlavi,1
Elnazq789,_jorjiniour,1
JavadSayyar,ItsMarynaz,1
khorshidd_,ftmh_tabatabai,1
GMMMM34,shayanosios,1
holysoboly,Apollonrobin,1
ElhamNikzat78,Alia_agha_solt,1
HamidD231475,IranIntlbrk,1
ManiMananviL,shararehtalaeii,1
dokht_bahar105,heh_girl1,1
democrat_mad,elia12420,1
m_a_h_s_a_B,WillyWonkafrfri,1
Shawshank_779,aydaiiiikmy,1
Arash19761,IsraelPersian,1
sanakin1988,drhunter_vff,1
EroSennin013,EroSennin013,1
chem13740,M_Babaei4,1
mltfff,0savagerose0,1
nwry_mjyd,m_pooyafard,1
sadrzade284,nonsir10,1
MozheeNA,shiftegaaan,2
Dr_louee,SaharMaranlou,1
schizoid58,atenaa82,1
golgissoo,Ms__Sona,1
mosbatboy,fahadresearch19,1
IRNI1977,364Venus,1
rezateimouri60,MrAmir_30,1
Survivor_2_,popeye_irani,1
sarvenazTD,AmiirrJB,1
azadeh37677739,PahlaviReza,1
mostaghiss2,IsraelPersian,1
NKHD2610,s_yas_1,1
MahdieParsa,naamehrban,2
BlackBeardTier1,soriskurdistan,1
revo_Iran2022,hogh6158,1
usrname_404,Ferferi95,1
zed__mood1,Nadoo_lm,1
azadehmorshedi9,TaraMedric,1
alireza_azizi0,seyyedoona,1
Shinestar8517,banookashaiii_6,1
noorshid,abdolah_abdi,1
yaghot313,Mohammadiiimoh,1
hamed38i,hamed38i,1
HNamakiye,PapiTrumpo,1
miss_zhm,7980panah,1
Mirfendereski_1,seuledanslavie,1
elaheshake60650,Dehghanfadakar5,1
RuhollahSeddigh,RuhollahSeddigh,4
shaskoolplus,hich987654321,1
dmidvar,khamenei_ir,1
Mouirag,E_Aria_N,1
Gazza_B8,Hosi792,1
a_nateghi,a_nateghi,1
ajdemarang,YasmineTaeb,1
mauer1961,mauer1961,1
FruzanKaabi,IDFFarsi,1
pinkhaiiredd,pishipishpish,1
behnamahz,Hadi11962,1
RihwN13996,SilverHyun2,1
alfadowg,EbneHava,1
Chavoshi777,taakhertenagh,1
anjel7771,senoriiittaa,1
greensy88,Vaaaez,1
SA_________BA,farzanehfelan,1
Matiuee,mohsen1299,1
bdllhbydh6,afghan_gulali,1
azadiiiiiii2022,Azta68014549,1
Saeedq1997,Saeedq1997,1
We_AllAre_Mahsa,I_am_Supergirll,1
awilin_n,wxyzybxz,3
Esmaeel_Shahidi,Charchism,1
hosseinmoradi65,a_alegry,1
chtariq305,Khan_s_warrior2,1
imzooks,amiralisimpson,1
GhRoozbaha50704,iran_sadra,1
Shimo0917176585,313ksh,2
JafaryNima,parynazz1031k,1
mdwlyd281190561,mdwlyd281190561,9
haniya_____,reynberry,1
about_nafise,about_nafise,3
dokhtarr_payez,arman2029371551,1
khaatoonnn,bezaarjibet,1
GadflyPersia,MEMRIReports,1
aq_mhnds,hamid_reza_ba,1
saman161063,pocohantes2021,1
MrsJamesAnne,IsraeliPM,1
426Skot66029,AGHIGHMH,1
yazahra2501,amirabas51,1
Kurosh45428740,MH_FREE_IRAN,1
kingEbram830,f_dashtestani,1
yousefi_29,yousefi_29,1
shomboli2,shedoesntknowp,1
MamanBozorke,SamanthaIrani,2
lyyzdy665888,KayhanLondon,1
manabestaneyekd,MehdiEsalati,1
LeiliBeigi,Me_Unstoppable2,1
DevillAngle_,yldaadi,1
foririran,Nazializadh,1
AAliFaiq,KhorasanIntl,12
A8M7E0,AnnieMA_,1
Nikantiapology,Me_Hamed_Myself,1
Ya_Ghfar,J1nne,1
peelak13,HRA80,1
Mahsa_1372,Ali_Mdr30,1
ZionKoSh313,journalist23640,1
DjApple8312,sayeh6699,1
Mehrabad8,sadeghZibakalam,1
elham_k_z,hamideh_2063,1
soli1061,Me_Hamed_Myself,1
YAZDANBAHRAMI,Lik4Me,1
ferferivezvezi,unknownprotests,3
mohamma45033,PMOIRAN,2
Soheil_alamiri,mosbatboy,1
yasi_shb,Javati210478241,1
Emir_Kocholo,MPnyry,1
RezaMarch2492,shin_mim_mim,2
Hichkarre,alisia1402,1
shahriarfattahi,shahriarfattahi,1
Mr__Ali333,MohammadAk67084,1
JafarAmini1,t1mup,1
ThisDamnLifeee,abtahi_m,1
7pantea7PAHLAVI,IranRenaissance,1
Mohmadsara1362,mk_irani,1
nefelibatairis,noeym02,1
mehmahan,favoritelnaz,1
Radio_Hengameh,daughteroofZeus,1
cena__r,panizzez,1
First_broken_,First_broken_,1
NabihyunH,glow0fdarkness,1
7EDR_ALSKANDRY,GenSuleimanii,1
Gunesh_Turk,baydaqnews,1
elaheshake60650,X4LIREZ4X,1
Mor_ti1,MRD_Farahmand,1
Verahech,nejatbahrami,1
shovaliyee,_rubygrape,1
Farzadq9595,Sogand812433115,1
Tanhaye_bandar,iSegaro,1
alireza98944175,salavatianghali,1
AhmadA77340,beehnam,1
kaktoos75456183,tanha1358,1
A_infinite_blue,dardardastdada,1
inilo0w,zedsandis,1
venusiii20,wearenotoneanym,1
MobeliT,zizigolo_75,1
sahel_gallery12,AliJalalit97207,1
USERTlNA,shqyqsd,1
BlackBl80,hashemy_ir,1
bershen1,hasanein_hadad,1
arshamsistani,faridmodaresi,1
yegonee,mahdiekalate,1
m00nchild9597,maryamm_2_2,1
Sprays43784496,ZabivonBauschi,1
Luffy1039725458,szabdollahi,1
kelementen,jannatkhah_ir,1
justice4madaran,RadioFarda_,1
basir20best,Sbztun,1
Walterakam,sefid_irani,2
Shahriy65862208,marde_khaaste,1
Yekihastan,callme__iso,1
ARYSabirShakir,adeelraja,1
amirivxx,aasr_aa,1
Alireza91446058,Alireza91446058,2
Hasti__amiri,akvanian,1
kanekik53240086,Wander1Mystical,1
MSaberi3,ultra_ehsan,1
meowhdis,usser404,1
gangoloos1336,Arash_Army,1
GipsySadi,FXMNDLSN,1
sun_flowerrrr19,yeboosbede,1
frank_1929,ggghoopplllbbb,1
atamogoie,nazyn_n,1
Mohamma49014129,sanshothebailif,1
Sima_Sabet,m_beheshtil,1
Ellahe_99,Dieffenba7734,2
MHAlef2,NastaranTalebi,1
Rhn274,faezimehr,1
Freedom_atk,ayyarom,1
ela_hsm,arawshh,1
mohsenht359,rosha2022,1
AghylMhdy54803,mollah,1
Ivar_lathbrug2,CassandaneIran,1
FaranakAzad1,7pantea7PAHLAVI,1
Shahdad1980p,elenaisnother,1
zina_s0,schrodingertypo,1
amir7rebooko,kimia_khaleghi,1
iranianpappiii3,SavaSavadkoohi,2
__Toughguy,monghasht,1
Dr_Azad_,betinybee,1
Lukeluc94154802,wr_majnoon2,1
themajician8,Hadi44413,1
Humaahmadi1000,daichopanazmo,1
oriazafari,ArshiwyHm,1
MarkezKhaste,MarkezKhaste,2
Itistation,ReallyAmiroo,1
AkhoondeMorde,SavaSavadkoohi,1
bad_e_saba2000,tahtetaghibam,1
root12g,monamona278226,1
MoradiRazie,mehdifsp,1
BANGBAN36099,Rezahamidi68,1
majidalahyari,Alighazizade,1
farhad_mottaghi,farhad_mottaghi,24
saahraam,hajAbol_,1
alikatusha,Nfa_ksa,1
l1ve_free,ohhWhoishere,1
Iftikhar4745,AliMallik5,1
khorshidemashr1,Zohrehnowroozi,1
Ermius01,soheiru,1
heshmatid,hesamodin1,1
fateme_n1999,Hadi83767664,1
HealthIslando,Hossein3455,1
sheidanick,a_gpr_a,1
MohsenOnFire,beataatii,1
Sky_MonaAfshar,IranianPlateau,1
10rei_10ri,Survivor_2_,1
DariushSh11,MaximReza3,1
Jafar29553666,yaser_slk,1
ArashAnsari1362,Khamenei_fa,1
gonewiththegaaa,Leilii_R,1
hashemasa,FaranakAzad1,1
darsivaisbakh,imsaaka,1
BarGandoC,Siaasaat,1
Arsh1a_,pewishere,1
Pontiff_Salivan,godhatesmeliza,1
eshghegorbeh,HengawO,1
HaniBouraghi,HaniBouraghi,1
AZohra_Sam,ma12141618,1
Dr__Malikooo,Shazyabawar11,1
iran___shahr,Goli44904179,1
G_A_write,iliahosseini_,1
koloochevaveila,chelsechel,1
taranom57,Zm_irani,1
ILOVEMYLITTLE7,lomljjk_,1
Mohsen209699441,mahdihajipour,1
negneg3d,s__h__u__a__n,1
this_is_aliy,AfraKimchii,1
_NourArt_,_NourArt_,6
Maho_khan56,Ng11244244,1
khashibirj93395,MinionLn,1
punkpater,delavarmobarez,1
amirainoxo,amiirdarzii,1
rezak121212,rezak121212,2
samane242077,FRahmati22,1
power2222b,Taheri_Movement,2
Vampiresteinw,khoderamm,1
maikelsoltanpo2,Hqkaya,1
baqeri1999,Khoshfekr2,1
Ardavan4321,Soheil34874913,1
urnscent,door_mandeh,1
iminooi,ali01m10,1
Shagha_hb,yurgunam,1
samiyeh_ir,ThEeRossgeller,1
Danbaft,abdolah_abdi,1
Azadm2201011,shabah1401,1
Saleem__Cheema,TahirMalik_IK,1
khashayr_3,Sarastrck,1
lordavernus45,vasleye_najoor,1
monefasamo,mjahangard1988,1
aram_javad,syedkomaill,1
abcd12888_,CminorH,1
FarhadGolestan,jafar_usf,1
mma_amini,Irr098,1
elpachino,Phoenix2f,1
wolf96969696,SamanthaIrani,1
chawshin_83,GhorbaniiNiyak,1
bahmanaryamehr2,Saman15216939,1
urfavamirr,_ixwhisky,1
SHAHISHARY,Hamid_1921,1
MichaelMortaza5,VOAfarsi,1
verttiigo,melaaahat,1
Hamidreza753,Mirzarafezi,1
ZahraHasanpour8,Mohammad_kali,1
Korghli157884,hadimehrane1,1
Parsa_papa,am_afshari,1
MehdiYaftian,beehnam,1
grayishfoxx,LotusRashidi,1
rezab01105637,sentdefender,2
DGhanavy,THEE_MARY_,1
salmonthefarsi,_rahash_,1
azad_salawati,ElhamNikzat78,1
HedayatML,arbabkohestan,1
amirhossein519,alirezaken,1
f_00_X,sandys_khor,1
mohtmr82,IsraelPersian,1
Shokoohirad,sina_nakhaei,1
khozestanmis,moradi_usef,1
ajdemarang,ghadifrancis,1
huntereldenlord,hastibarb,1
rahgozar4597,entzar1400,2
_taheReza_,nbagherppur,1
baba_lengdraz,Zaherparast,1
Hamin__Amin,sheydaghasemi,1
kav50,kav50,1
1Madame_Pokolet,shabavizz,1
saajadi128,shrafatii,1
Farshad_Anvary,zhrakh4,1
Gedankenwelt05,RabiaPTI22,1
Habe31061363,smn242424,1
Plasticartman,Lukeluc94154802,1
AzizzadehKhosro,Zarghami_ez,1
mostfashabani,rsh7nd,1
hossaaaaao,yalda_20020,1
amirmoradi61y,Amu_Mostafa,1
Sr_Questionmark,p__retro,1
Vesal70680850,naeimeh_ferdosi,1
Husaynsharif,Husaynsharif,1
ER_eton,dsmrii2003,1
carpetflower,emiy24016242653,1
Unforgiven1371,FreedomBecon,1
Behrouz2232,Bahman06421759,1
lang_finger,IranIntlbrk,1
Aboom67134165,behtarin1760,1
MrSinaa,venusiii20,1
SamanthaIrani,SamanthaIrani,16
kave_ariax,ManotoNews,1
Yama35442142231,Madina91271558,1
PedarePablo,parastooon,1
AdamSmitm2018,iranian_VOV,1
betorabtinadar,tzm_tw,1
Dani78443541763,MDaneshgar1981,1
atheistChild789,Soli_ir_z,1
Aghaye_V_,IranIntl,1
hosseindehbashi,swilkinsonbc,2
mehmahan,Pvibeswithme,1
balta5_2,Tammuz_Intel,3
soheiilrz,theminthy,1
chamrooshiran,akhuondkosh2,1
moon_skall,zraliza___,1
mohammadaleph2,mohammadaleph2,11
mash_ghool,IsraelPersian,1
Amir_sep79,Raeshko,1
kho77636,lniloofarml,1
barayeazadii,nabatuv,1
no_______idea,no_______idea,2
ITARTCloud,MirdamadiSeraj,1
bobycloud,ghazalv20,1
9mehrbanoo,sh0wbair_1089,1
ninibrn_,babanoo_,1
MuradyDiako,akvanian,1
greyman19911,ketabshah3,1
Masoodtaka,ftmehbabaii,1
Eliihamm,ThEeRossgeller,1
qa_saman,IranIntl,1
narges_tourei,ShahMirh123,1
ms_ranjbar_110,emaad_118,1
elia12420,Alighazizade,3
yldaadi,impisholl,1
qufalim,hastiika,1
taraneeii,nahalkhanoum,1
mhrzmomeni_fa,mhrzmomeni_fa,1
Mahdi007Aj,eseilbh,1
Timematters3,p_e_azad,1
mojmnm,jesuisamirali,1
somy574583,realityTherap,1
elham_hematian,delararm5358,1
dtrrnst2,mhcz_313,1
2019Blueboy,meysammotiee1,1
saeidlakzian,SGhasseminejad,1
sorena6480,alikarimi_ak8,1
MahdiShakeri3,Fkhooo1975,1
Fateemew,lortabaar,1
SaiedM18,DetectiveLeader,1
saeed_irav24544,ZNooran34270,1
SARGROHBAN,pouriazeraati,1
_HellBoy___,KASEBIM,1
rech__official,mishebokhorish,1
iforuqii,DRDVILF,1
sed_mehti,melikapfd,1
missmb2am,hamidkm72,1
hossinjize,isamadyz,1
Reza18649839,Taheri_Movement,10
mehdimaddah,hosseindehbashi,2
shahinkhasteh,m__par,1
hunter24194555,ali_bitarafan5,1
ferantscamo72,80Alirezakhan,1
The_Tasirgozar,Hamid_N313,1
waity0f,Paa_ri_saa,1
SdZarei,smaminmosavi,1
amiirgh87,ahmadrezaaei,1
hemetafo,thisishertryin,1
AliKhosravani7,Entekhab_News,2
Rubayiat3Sonne,Mahonia72,1
Faridehso12,ghomarbaz2,1
dawshtm,1500tasvir,1
musakootaghi,_ali431_,1
hopeandshiny,Aliinajafii,1
khanoom_dehdari,Moslehi_m_m,1
Amirr_hastam,pgoolim,1
hafezan64,ghasedak_313,1
lookebadshans1,pandamehraboon,1
KhoshnoodB,Roobahyab1,1
kase_choom,HyrcaniHRM,1
ye_bargsabz,famyl_dwr,1
mahdieb23849174,CoinEx_official,1
im_rez79,farshad4life,1
Likethepetals,shahintbz,1
SajadRezaii277,msohrabi88,1
Aminkhorram7,jojesalite,1
yuosefmonavaria,pouriazeraati,1
Annesam21s,Sab_Sabam,1
kk6707811_kong,Waqarkhan123,1
Forogh_Fo,MDaneshgar1981,1
s1zda,broccoliShow,1
napneguin,Pouya_nkh,1
moeinastam,_amirhka,1
FatiOo24,AliPaydaRRR,1
farzanehfelan,money90094727,1
libertyusir,hosseindehbashi,1
Positivistique,bas_abbas1234,1
crazy92701,sinsinati97,1
SGhasseminejad,ManotoNews,4
Khamenei_fa,Khamenei_fa,1
transggender,IrTimes,1
Mohamadfarhan8,itsszhraa,1
httspatrick,jwny_ywsf,1
memari08155522,littlbird2,1
dr_alma__1,javad_t74,1
ZakMountain1,AliAlen007,1
Hamounheram,aminbing05,1
the_m0bi83,Samainjanisttt,1
noah_Halwey,noah_Halwey,1
QnbrySmyh,marveh_sh1990,1
poooneh97,_Mahdiyar313,2
MRasouli5,PejmanMousavi,1
jack_skeletonj,Samira7911,1
Fredrish_,Deoxer_17,1
sadegin_,mahtissa4,1
TehranGuy,khodanoor_01,1
vene_lope_,laleh5445,1
ordinaryman1980,ab_ganji,2
I_am_Hoy,Mo17091683,2
MashBarbod,RadioGenoa,1
nikxipixi,urmomsnight_mar,1
AmirO_e0,AmirO_e0,1
NAFAS_F007,002Farzad,1
thjooje,lalirzal,1
Revolution_R_,syedkomaill,1
KavehSmith,Teamnewsandtix,1
the_mo135,pesarh_bad,1
MinaMousaviiii,callmeraha13,1
LeilayeLeili,numarqs,1
rohesargardan85,Amirhoseinvh,1
moongirl_1998,happy25country,1
MahdiMajdian,meowrchi,1
shebhekahoo,Pvibeswithme,1
The_Lion_Iran,zootopiazz,2
makoranx,agha_bakeri,1
D6nilooi,D6nilooi,1
Nobody___1378,Mahii_siah,1
sayedkhorasani,sayedkhorasani,2
bazmimbamimbaz,mmorfiin3,1
oned_cnco,SonoFarbod,1
irani2023,Draculllaaa1,1
Qm68803578M,abtahi_m,1
Behrooz2666,faridmodaresi,1
Lee7choco,enhacentric,1
roghanmaye,marjanhastaam,1
dindrindrindrin,edisherebruh,1
mn_injm,behxadkhodaprst,1
poooneh97,diyego011,1
Habib_azarian,V_Mehdi10,1
AHajylry99970,amingh_888,1
AnonymosArmy,HAB1364,1
IraneAzadFree1,PMOIRAN,1
eris8002,ironmanbutellpr,1
brhehe22,mmdooshekari,1
Mahmood54440506,ali_bitarafan5,1
bazimazzii,El_A1980,1
BardiyaBehtarin,Arsalan_7sky,1
Tahmineofficial,Drmehdi131,1
ehsanmansuri,AbdolhamidNet,1
engmrtz,Iosono_mim,1
namesiah,namesiah,2
miladrostamiiii,dmidvar,1
shayanmosleh315,matin1179,1
soroushh4,mhcz_313,1
mikel_anzh,haqbamane,1
SahandRasm,IsraelPersian,1
Shahriy65862208,Antidictator191,1
NMoravati,IsraelPersian,1
najibrazavi,DoroodianHamed,1
Dehghanfadakar5,Mersedeh1970,1
hossein__malmir,salizzleo,1
Maryyya7121,mohamma14627410,1
mohsenreyhani01,mohsenreyhani01,6
mos9366,tanha1358,1
Ebrahimrashid20,begoonah1,1
Rzare14,Tanvire12,1
AS_TOMCAT,pedi2amalsaleh,1
raouf_islamifar,1371_93,1
Mohamedmollazhi,arash_shojaiann,1
sadeghradmanesh,sadeghradmanesh,1
iamsiaw7,imrezitser,1
fariba488,mmwd97997393,1
badi_miss,Amirihosseyn,1
mhdibabadi,8096Fatemeh,1
0xAminka,vortex1371,1
AliAshtari9,IranIntl,1
settledinsaturn,reza4ria,1
ghasssabb,_khastam__,1
golgissoo,dr_alma__1,1
GGaryCCooper,OmidAmanii,1
ocnbluer,ocnbluer,1
namadanam,baharbaharon,1
maryamiran4,RobinShour1,1
Manijock,nezammousavi,1
jesusology1,UrLoveNil,1
mammamio12,ihatee_Ashnaha,1
Antidictator191,gordkalash,1
shirpayam,Revolution_R_,2
Flaneur_4,curiemarie00,1
Behrwoz,Behrwoz,1
synsrl2,Kiyanpourr,1
E2022H1,ppajvak87,1
dianausefi,dianausefi,1
RahehalTV,CP24,1
BadeMokhalef,arefe_20,1
RezaGolzar0,Roohallahshahp1,1
0savagerose0,theF4tem,1
sepideh_Hm,beourvoice66,1
khashibirj93395,khashibirj93395,1
im3no0ne,im3no0ne,1
mahya96573055,MMBazmar1359,1
madonna_1987,melbi2009,1
unboundedhevil,Anemonee_mn,1
mehdimirzaei55,shirazi332,1
Callmemikasa_,Farnaz_Sabet,1
banafshakhastam,Restless_1370,1
sab_fard,iimlianhua,1
irphoenix2022,HiwaTube,1
khorshidhastamm,Torfaaat,1
vcherrymin,luvil1k,1
aliamani41,dinabagherii,1
fariba312,fariba312,3
_benjaamin_,aaangelaaa_765,1
lilith_st6,Ciacco999,2
Shivasheevz,pahlavirezacpar,1
0_0Negar0_0,simplerfan,1
parriiw_,MrAmir_30,1
shebhekahoo,titab_inmood,2
mmaleki63,GreenHawks25,1
anordinarynil,tahtetaghibam,1
maghroorscorpio,Docc_G,1
ahooyekharaaman,vasatgara,1
CelciusSir,eNomemoleste,1
mahdi_n9,VOAfarsi,1
mimobano,Rorovonomozing,1
revenant_64,YaserMahmoudi5,1
The_sin_,yegaanm,1
Amirhosseint5,pesarkhaaleh2,1
rohamparsi,ab_ganji,1
unknownprotests,unknownprotests,5
mitrandyer,NolanAnalyst,1
nnmmana1358sa,a6ka9,1
hzakarami,Khamenei_fa,1
Saeed_SMS1369,hematqolizadeh,1
Pikanto31,rasolkarimi59,1
fattahiii,hessamarmandeh,1
tavakoliaann,Bahareistalking,1
journalist23640,sina_jahaani,1
rigormo93874843,kavir953412,1
Narges_ze,Narges_ze,1
damoon_mh,kingEbram830,2
naneAkhounda,mrPinoQ,1
sayedkhorasani,HJB_News_,1
Phoenix_LTR,HazrateMosa,1
___afar,baahaaraar,1
rezai_mahmood,HSarrafpour,1
Pahlavisushyan1,PahlaviNewsLine,2
aliakbar_pn,aliakbar_pn,1
asirzaman01,asirzaman01,1
sydsynlwy1,MohammadAzizNa4,1
abolfazlalisha6,DaM45581,1
SaeedEN02,hafidatalhaidar,1
M_gorji2,shabzendeh,1
GlayolAmiri4,Morghe_atash,2
maryamak27,maryamak27,1
sydhzhrsyn45617,shakori61,1
R_hmn1,ShahKamiG,1
roozshah,MnarMuh,1
PIENKNA65,IranIntl,1
aylaarrrr,eden_the_,1
BehnamSafari11,Amirzj1,1
hedo2534,alahooti11,1
roozitalab1362,mhrezaa2c,1
miss_pj_,Qasedakebahari,1
Kingferi12,mb_ghalibaf,1
asdj1997,vacantperson3,1
nargesamery,Narciss06615487,1
Shapalak_bobo,fatama_rabani,1
Kamiraskar,Gandom_Sa007,1
this_mhmd,rezaivxx__,1
Shahriivar,mey3am_shin,1
BhraM1993,_paria_paria_,1
knightpars,mardemordadi,1
favoritelnaz,itspariiiia,1
engmrtz,engmrtz,1
shaaaarreh,KayhanLondon,1
Davy0,FLYVIL72,1
fahimpiya,Zargunni,1
AzinSchmutzer,frecklesss09,1
Siran99072767,jabijoon26588,1
adibazizii,adibazizii,2
Fkhooo1975,omidvivo,1
porzady,porzady,1
sadrafarahmand,sadrafarahmand,1
this_is_hasti,mahyar_injast,1
MMaadany,fatemenajafi10,1
Amooamirkhan,FXMNDLSN,2
lvladreaper,ali_seyfi14,1
ShadiRezaee,criminologist_s,1
seyed73673,Moein_yaghoobi,1
maybeehel,pegiii_,1
sina_writes,Saeidrnb,1
ahmadwaraichh,KhSaad_Rafique,1
rostam_darwesh,RanaA8989,1
titab_inmood,marilyngoinbad,1
Derafshe_Melli,Arsalanm50,1
barbarisabegh,e_nabii,1
fatimaaab__,Asmakrimiii,1
merynikiii,potanciel,1
sayedmahdi1371,hmlt33,1
mahtissa4,Idajafari82,1
NaimKhan437,jacksonhinklle,3
Fs11011,MahshidMahshi12,1
SohrabiBijan,IranIntl,1
Shima_arr,azure__Leon,1
msharifi99,msharifi99,2
Mansourq_Mh,lniloofarml,1
Azariha_org,Azariha_org,1
0xABAx0,Rorca__,1
bdly43236231,Awista_parsi,1
saesarphoenix,vsi8261,1
bozorgmehr,morkazemian,1
Amu_Mostafa,hesamodin1,1
amirabbasyekta,ayyarom,1
SamaJalali,IsraelPersian,1
iamchivata,realBhnam,1
actomorphin,_theoceans_,1
Gisookamand1990,aslzhdiii,1
masiiiii75,pooyahk7,1
HA_HameedAhmadi,HashteSubhDaily,1
triiiinity,imroyaaa,1
ER_eton,ER_eton,1
FarshidHaji,Alighazizade,1
yaaaghiiii,samira_95s,1
MOperaPhantom,realfarid7,1
SamanMo38105793,tohid__javadi,1
Negart_,fabcd1111,1
firuzeijamegan2,barbod777,1
KavehMoussavi,Tavaana,1
Atiyeh_hemmati,Hatefna,1
MRoosta33857,Poshtiban6236,1
moonsasbt,1mehrsana,1
Mojtaba1985_,Ahmad101059,1
